set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	p_val	n_vars_total	n_vars_tested	ma_count	n_cases_with_ma	method_for_p_assessment	rare_vars_tested	common_vars_tested	cutoff
OR56B4	483	1	0.0144927536231884	479	0.716278322104615	1	NA	1	1	ER	NA	NA	NA
OR56B3P	483	1	0.0062111801242236	479	0.657413547725364	1	NA	1	1	ER	NA	NA	NA
OR52B1P	483	1	0.0331262939958592	479	0.642082271912349	1	NA	1	1	ER	NA	NA	NA
OR52W1	483	2	0.0217391304347826	479	0.343582458703609	2	2	NA	NA	NA	1	1	0.0321744726043893
FAM160A2	483	1	0.0020703933747412	479	0.735973345404495	1	NA	1	1	ER	NA	NA	NA
CNGA4	483	1	0	479	0.762945649930333	1	NA	2	2	ER	NA	NA	NA
SMPD1	483	3	0.0158730158730159	479	0.779660455886547	3	3	NA	NA	NA	3	0	0.0321744726043893
HPX	483	3	0.0200138026224983	479	0.588370982737497	3	3	NA	NA	NA	3	0	0.0321744726043893
TIMM10B	483	1	0.124223602484472	479	0.204585579066257	1	NA	1	1	ER	NA	NA	NA
DNHD1	483	7	0.0286897367642709	479	0.661412876368548	7	7	NA	NA	NA	7	0	0.0321744726043893
RRP8	483	2	0.0093167701863354	479	0.370214172428577	2	2	NA	NA	NA	2	0	0.0321744726043893
TPP1	483	3	0.00138026224982747	479	0.728541972398507	3	3	NA	NA	NA	3	0	0.0321744726043893
DCHS1	483	4	0.025879917184265	479	0.482448400604368	4	4	NA	NA	NA	4	0	0.0321744726043893
OR2AG1	483	1	0.041407867494824	479	0.70966136098675	1	NA	1	1	ER	NA	NA	NA
OR6A2	483	4	0.0527950310559006	479	0.644920984108893	4	4	NA	NA	NA	4	0	0.0321744726043893
OR10A2	483	1	0.0455486542443064	479	0.312364199777597	NA	NA	355	297	Firth	NA	NA	NA
OR10A4	483	1	0.0248447204968944	479	0.237728830138389	1	NA	1	1	ER	NA	NA	NA
OR2D2	483	1	0.0600414078674948	479	0.70966136098675	1	NA	1	1	ER	NA	NA	NA
OR2D3	483	2	0.0383022774327122	479	0.100160518444988	2	2	NA	NA	NA	1	1	0.0321744726043893
ZNF215	483	1	0.010351966873706	479	0.104079256603577	1	NA	2	2	ER	NA	NA	NA
ZNF214	483	3	0.0869565217391304	479	0.32930096945822	3	3	NA	NA	NA	3	0	0.0321744726043893
NLRP14	483	3	0.0165631469979296	479	0.0314078332756713	3	3	NA	NA	NA	3	0	0.0321744726043893
SYT9	483	1	0.0041407867494824	479	0.72157523003982	1	NA	1	1	ER	NA	NA	NA
OLFML1	483	1	0.0020703933747412	479	0.210221931459461	1	NA	1	1	ER	NA	NA	NA
PPFIBP2	483	3	0.0276052449965493	479	0.719307369228764	3	3	NA	NA	NA	3	0	0.0321744726043893
CYB5R2	483	1	0.0248447204968944	479	0.433609638833111	NA	NA	38	36	Firth	NA	NA	NA
OVCH2	483	4	0.0502070393374741	479	0.745224122715872	4	4	NA	NA	NA	4	0	0.0321744726043893
OR10A6	483	2	0.098343685300207	479	0.84800720487416	2	2	NA	NA	NA	1	1	0.0321744726043893
TUB	483	2	0.0062111801242236	479	0.83123475481283	2	2	NA	NA	NA	2	0	0.0321744726043893
RIC3	483	5	0.0277432712215321	479	0.544544489372836	5	5	NA	NA	NA	5	0	0.0321744726043893
STK33	483	2	0.005175983436853	479	0.560060696188341	2	2	NA	NA	NA	2	0	0.0321744726043893
TRIM66	483	4	0.0284679089026915	479	0.925412733290347	4	4	NA	NA	NA	3	1	0.0321744726043893
ST5	483	3	0.00138026224982747	479	0.699252402588291	3	3	NA	NA	NA	3	0	0.0321744726043893
C11orf16	483	3	0.00966183574879227	479	0.352454441965912	3	3	NA	NA	NA	2	1	0.0321744726043893
ASCL3	483	1	0.010351966873706	479	0.69682182832818	1	NA	1	1	ER	NA	NA	NA
NRIP3	483	1	0.020703933747412	479	0.16367620087307	1	NA	1	1	ER	NA	NA	NA
SCUBE2	483	7	0.0378586217095534	479	0.568561635723129	7	7	NA	NA	NA	6	1	0.0321744726043893
DENND5A	483	1	0.0662525879917184	479	0.231055672514896	1	NA	1	1	ER	NA	NA	NA
SWAP70	483	1	0.0041407867494824	479	0.73809656250939	1	NA	1	1	ER	NA	NA	NA
SBF2	483	2	0.005175983436853	479	0.830257776916134	2	2	NA	NA	NA	2	0	0.0321744726043893
AMPD3	483	4	0.0036231884057971	479	0.678026025644293	4	4	NA	NA	NA	4	0	0.0321744726043893
LYVE1	483	2	0.0486542443064182	479	0.755458032881413	2	2	NA	NA	NA	2	0	0.0321744726043893
MRVI1	483	3	0.0848861283643892	479	0.780482368899391	3	3	NA	NA	NA	3	0	0.0321744726043893
CTR9	483	1	0.0641821946169772	479	0.687966668378535	1	NA	1	1	ER	NA	NA	NA
MICAL2	483	6	0.0120772946859903	479	0.561513610260722	6	6	NA	NA	NA	6	0	0.0321744726043893
MICALCL	483	8	0.0248447204968944	479	0.212989889325259	8	8	NA	NA	NA	8	0	0.0321744726043893
PARVA	483	1	0.0372670807453416	479	0.238934721636757	1	NA	1	1	ER	NA	NA	NA
ARNTL	483	1	0.109730848861284	479	0.210608687081049	1	NA	1	1	ER	NA	NA	NA
PTH	483	1	0.0144927536231884	479	0.177897621540639	NA	NA	145	136	Firth	NA	NA	NA
COPB1	483	1	0.0041407867494824	479	0.716873360520528	1	NA	1	1	ER	NA	NA	NA
PDE3B	483	5	0.0376811594202899	479	0.643248523491909	5	5	NA	NA	NA	5	0	0.0321744726043893
CALCA	483	2	0.0144927536231884	479	0.659577245077637	2	2	NA	NA	NA	2	0	0.0321744726043893
INSC	483	1	0.0020703933747412	479	0.788191076503757	1	NA	3	3	ER	NA	NA	NA
SOX6	483	1	0.109730848861284	479	0.215387112445676	1	NA	1	1	ER	NA	NA	NA
ABCC8	483	1	0	479	0.236443267341571	1	NA	1	1	ER	NA	NA	NA
USH1C	483	2	0.0020703933747412	479	0.323114572786533	2	2	NA	NA	NA	2	0	0.0321744726043893
SERGEF	483	1	0.0041407867494824	479	0.0588884673352634	1	NA	3	3	ER	NA	NA	NA
TPH1	483	1	0.0041407867494824	479	0.721498056292503	1	NA	1	1	ER	NA	NA	NA
SAAL1	483	2	0.0227743271221532	479	0.197216630936638	2	2	NA	NA	NA	2	0	0.0321744726043893
MRGPRX3	483	1	0.0952380952380952	479	0.956259723166383	NA	NA	72	68	Firth	NA	NA	NA
MRGPRX4	483	1	0.0041407867494824	479	0.862575455176475	1	NA	8	8	ER	NA	NA	NA
RP11-113D6.6	483	1	0.020703933747412	479	0.0315333648989961	1	NA	10	10	ER	NA	NA	NA
RP11-113D6.10	483	1	0.0041407867494824	479	1	0	0	NA	NA	NA	NA	NA	NA
SAA4	483	1	0.0641821946169772	479	0.731449150582078	1	NA	1	1	ER	NA	NA	NA
SAA2	483	1	0.0455486542443064	479	0.844154713441666	1	NA	6	6	ER	NA	NA	NA
SAA1	483	1	0.0020703933747412	479	0.144350342368824	1	NA	1	1	ER	NA	NA	NA
HPS5	483	5	0.00496894409937888	479	0.0922002781196639	5	5	NA	NA	NA	3	2	0.0321744726043893
LDHAL6A	483	2	0.056935817805383	479	0.193752596144191	2	2	NA	NA	NA	2	0	0.0321744726043893
UEVLD	483	1	0.010351966873706	479	0.732034069691696	1	NA	2	2	ER	NA	NA	NA
SPTY2D1	483	1	0.0144927536231884	479	0.711550860292544	1	NA	1	1	ER	NA	NA	NA
TMEM86A	483	2	0.0134575569358178	479	0.12413357410168	2	2	NA	NA	NA	2	0	0.0321744726043893
IGSF22	483	3	0.0041407867494824	479	0.679245353904771	3	3	NA	NA	NA	3	0	0.0321744726043893
ZDHHC13	483	1	0.0062111801242236	479	0.603182405505882	1	NA	1	1	ER	NA	NA	NA
CSRP3	483	1	0.0020703933747412	479	0.233135182173957	1	NA	1	1	ER	NA	NA	NA
E2F8	483	1	0.0020703933747412	479	0.157572432515399	1	NA	1	1	ER	NA	NA	NA
NAV2	483	7	0.0301685891748004	479	0.785186453652195	7	7	NA	NA	NA	6	1	0.0321744726043893
HTATIP2	483	1	0.0082815734989648	479	0.227358965989148	1	NA	1	1	ER	NA	NA	NA
SLC6A5	483	5	0.00538302277432712	479	0.748914544833261	5	5	NA	NA	NA	5	0	0.0321744726043893
NELL1	483	3	0.154589371980676	479	0.432432023227506	2	2	NA	NA	NA	2	0	0.0321744726043893
ANO5	483	2	0.0993788819875776	479	0.489428451167528	2	2	NA	NA	NA	2	0	0.0321744726043893
MUC15	483	1	0.122153209109731	479	0.647819074387163	1	NA	1	1	ER	NA	NA	NA
ANO3	483	1	0.0476190476190476	479	0.231055672514896	1	NA	1	1	ER	NA	NA	NA
BBOX1	483	4	0.0755693581780538	479	0.582637861192066	3	3	NA	NA	NA	3	0	0.0321744726043893
CCDC34	483	2	0.0165631469979296	479	0.403196929797356	2	2	NA	NA	NA	2	0	0.0321744726043893
LGR4	483	3	0.0220841959972395	479	0.409975375725373	3	3	NA	NA	NA	3	0	0.0321744726043893
BDNF	483	2	0.0113871635610766	479	0.968620346341226	2	2	NA	NA	NA	1	1	0.0321744726043893
KIF18A	483	2	0.0300207039337474	479	0.795272117123667	2	2	NA	NA	NA	2	0	0.0321744726043893
METTL15	483	1	0.0890269151138716	479	0.715066245803956	1	NA	1	1	ER	NA	NA	NA
KCNA4	483	2	0.0124223602484472	479	0.205152380999144	2	2	NA	NA	NA	2	0	0.0321744726043893
DCDC1	483	1	0.0890269151138716	479	0.174668413530298	1	NA	3	3	ER	NA	NA	NA
ELP4	483	2	0.0859213250517598	479	0.797896527399966	2	2	NA	NA	NA	2	0	0.0321744726043893
CCDC73	483	3	0.0144927536231884	479	0.579891835312569	3	3	NA	NA	NA	3	0	0.0321744726043893
QSER1	483	2	0.056935817805383	479	0.315466982872822	2	2	NA	NA	NA	1	1	0.0321744726043893
HIPK3	483	3	0.0393374741200828	479	0.754340648064566	3	3	NA	NA	NA	3	0	0.0321744726043893
KIAA1549L	483	1	0.0144927536231884	479	0.716278322104615	1	NA	1	1	ER	NA	NA	NA
NAT10	483	3	0.0213940648723257	479	0.7666640480968	3	3	NA	NA	NA	3	0	0.0321744726043893
CAT	483	1	0.0062111801242236	479	0.714699640935392	1	NA	1	1	ER	NA	NA	NA
ELF5	483	1	0.010351966873706	479	0.249842072210111	1	NA	1	1	ER	NA	NA	NA
APIP	483	1	0.124223602484472	479	0.417624975590435	1	NA	3	3	ER	NA	NA	NA
PDHX	483	1	0.0144927536231884	479	0.73669983699321	1	NA	1	1	ER	NA	NA	NA
CD44	483	2	0.0393374741200828	479	0.198499890225987	2	2	NA	NA	NA	2	0	0.0321744726043893
PAMR1	483	2	0.0113871635610766	479	0.0805980817114663	2	2	NA	NA	NA	2	0	0.0321744726043893
FJX1	483	1	0.0372670807453416	479	0.192440362436983	1	NA	1	1	ER	NA	NA	NA
TRIM44	483	1	0.0186335403726708	479	0.726103557007175	1	NA	1	1	ER	NA	NA	NA
LDLRAD3	483	1	0.0890269151138716	479	0.731055546128371	1	NA	1	1	ER	NA	NA	NA
COMMD9	483	2	0.020703933747412	479	0.836937703540896	2	2	NA	NA	NA	2	0	0.0321744726043893
PRR5L	483	3	0.0662525879917184	479	0.830694080791031	2	2	NA	NA	NA	2	0	0.0321744726043893
RAG2	483	3	0.00138026224982747	479	0.351118576461647	3	3	NA	NA	NA	3	0	0.0321744726043893
C11orf74	483	1	0.0041407867494824	479	0.757900650060638	1	NA	2	2	ER	NA	NA	NA
LRRC4C	483	1	0.0248447204968944	479	0.752076353159635	1	NA	2	2	ER	NA	NA	NA
HSD17B12	483	1	0.0144927536231884	479	0.153860886519941	1	NA	1	1	ER	NA	NA	NA
ALKBH3	483	1	0.0124223602484472	479	0.0969653898486752	1	NA	2	2	ER	NA	NA	NA
ACCSL	483	1	0.0351966873706004	479	0.732996168320232	1	NA	1	1	ER	NA	NA	NA
ACCS	483	2	0.0113871635610766	479	0.270585641129875	2	2	NA	NA	NA	2	0	0.0321744726043893
EXT2	483	3	0.0420979986197378	479	0.592043099083991	3	3	NA	NA	NA	3	0	0.0321744726043893
SLC35C1	483	2	0.010351966873706	479	0.186322412059614	2	2	NA	NA	NA	2	0	0.0321744726043893
MAPK8IP1	483	1	0	479	0.231541164686884	1	NA	1	1	ER	NA	NA	NA
C11orf94	483	1	0.0041407867494824	479	0.783311992351445	1	NA	3	3	ER	NA	NA	NA
GYLTL1B	483	2	0.015527950310559	479	0.0207668961315402	2	2	NA	NA	NA	2	0	0.0321744726043893
PHF21A	483	2	0.0062111801242236	479	0.772231151084457	2	2	NA	NA	NA	2	0	0.0321744726043893
CREB3L1	483	1	0.0062111801242236	479	0.70083973719542	1	NA	1	1	ER	NA	NA	NA
HARBI1	483	3	0.0020703933747412	479	0.301515705215293	3	3	NA	NA	NA	3	0	0.0321744726043893
ATG13	483	1	0.020703933747412	479	0.512539743193618	1	NA	5	5	ER	NA	NA	NA
ARHGAP1	483	1	0.0062111801242236	479	0.726773632341922	1	NA	1	1	ER	NA	NA	NA
ZNF408	483	1	0.175983436853002	479	0.677965932597511	1	NA	1	1	ER	NA	NA	NA
LRP4	483	3	0.0213940648723257	479	0.203057731254274	3	3	NA	NA	NA	3	0	0.0321744726043893
C11orf49	483	1	0.0434782608695652	479	0.227133848043307	1	NA	1	1	ER	NA	NA	NA
ARFGAP2	483	2	0.0227743271221532	479	0.82549898940293	2	2	NA	NA	NA	2	0	0.0321744726043893
DDB2	483	1	0.0020703933747412	479	0.687494263931206	1	NA	1	1	ER	NA	NA	NA
ACP2	483	1	0.180124223602484	479	0.737966507357124	1	NA	1	1	ER	NA	NA	NA
MADD	483	1	0.0041407867494824	479	0.647181836308978	NA	NA	50	48	Firth	NA	NA	NA
MYBPC3	483	4	0.0082815734989648	479	0.751497410296856	4	4	NA	NA	NA	4	0	0.0321744726043893
SPI1	483	1	0.0041407867494824	479	0.7337468253857	1	NA	1	1	ER	NA	NA	NA
RAPSN	483	4	0.0771221532091097	479	0.0251618102223826	3	3	NA	NA	NA	3	0	0.0321744726043893
PTPMT1	483	1	0.020703933747412	479	0.7181215484804	1	NA	1	1	ER	NA	NA	NA
AGBL2	483	4	0.0253623188405797	479	0.464436002579994	4	4	NA	NA	NA	4	0	0.0321744726043893
FNBP4	483	1	0	479	0.738734816985343	1	NA	1	1	ER	NA	NA	NA
OR4B1	483	2	0.0403726708074534	479	0.874052437588449	2	2	NA	NA	NA	1	1	0.0321744726043893
OR4X2	483	3	0.0503795721187026	479	0.047245556785577	3	3	NA	NA	NA	3	0	0.0321744726043893
OR4X1	483	2	0.0683229813664596	479	0.75440366197305	2	2	NA	NA	NA	2	0	0.0321744726043893
OR4S1	483	3	0.0227743271221532	479	0.261232986494665	3	3	NA	NA	NA	3	0	0.0321744726043893
OR4C3	483	2	0.160455486542443	479	1	2	0	NA	NA	NA	0	0	0.0321744726043893
OR4C15	483	1	0.109730848861284	479	0.208147872674457	1	NA	1	1	ER	NA	NA	NA
OR4C16	483	3	0.0379572118702554	479	0.022095021814318	3	3	NA	NA	NA	3	0	0.0321744726043893
OR4C11	483	1	0.198757763975155	479	0.219705362536257	1	NA	1	1	ER	NA	NA	NA
OR4P4	483	1	0.10351966873706	479	0.371483574457596	1	NA	4	3	ER	NA	NA	NA
OR5D14	483	1	0.0683229813664596	479	0.74664319816079	1	NA	1	1	ER	NA	NA	NA
OR5D18	483	1	0.0041407867494824	479	0.227133848043307	1	NA	1	1	ER	NA	NA	NA
OR5L2	483	1	0.0766045548654244	479	0.694557277708194	1	NA	1	1	ER	NA	NA	NA
TRIM51	483	2	0.05175983436853	479	0.689858094535243	2	2	NA	NA	NA	2	0	0.0321744726043893
OR5W2	483	2	0.0973084886128364	479	0.266731115943231	1	1	NA	NA	NA	1	0	0.0321744726043893
OR5I1	483	1	0.184265010351967	479	0.329137276959864	NA	NA	53	50	Firth	NA	NA	NA
OR10AG1	483	2	0.0093167701863354	479	0.377105150494318	2	2	NA	NA	NA	2	0	0.0321744726043893
OR5F1	483	2	0.0476190476190476	479	0.0281797238008244	2	2	NA	NA	NA	2	0	0.0321744726043893
OR5AS1	483	1	0.0289855072463768	479	0.237728830138389	1	NA	1	1	ER	NA	NA	NA
OR8I2	483	1	0.0227743271221532	479	0.810213921192225	1	NA	3	3	ER	NA	NA	NA
OR8H2	483	1	0.0041407867494824	479	0.733397413981964	1	NA	1	1	ER	NA	NA	NA
OR8H3	483	2	0.0817805383022774	479	0.513799605688095	2	2	NA	NA	NA	0	2	0.0321744726043893
OR8J3	483	2	0.0196687370600414	479	0.4595863228681	2	2	NA	NA	NA	1	1	0.0321744726043893
OR5J2	483	2	0.025879917184265	479	0.777752866604192	2	2	NA	NA	NA	2	0	0.0321744726043893
OR5T2	483	1	0.0455486542443064	479	0.224780201004271	1	NA	1	1	ER	NA	NA	NA
OR5T3	483	3	0.0282953761214631	479	0.757659531175603	3	3	NA	NA	NA	3	0	0.0321744726043893
OR8K3	483	2	0.0424430641821946	479	0.112069454099724	2	2	NA	NA	NA	2	0	0.0321744726043893
OR8J1	483	1	0.12008281573499	479	0.223882102921757	1	NA	1	1	ER	NA	NA	NA
OR8U1	483	1	0.107660455486542	479	0.754859230071235	1	NA	2	2	ER	NA	NA	NA
OR5R1	483	1	0.05175983436853	479	0.113869190279523	NA	NA	64	64	Firth	NA	NA	NA
OR5M9	483	3	0.10351966873706	479	0.793751672662047	3	3	NA	NA	NA	3	0	0.0321744726043893
OR5M11	483	1	0.0455486542443064	479	0.705661180243411	1	NA	1	1	ER	NA	NA	NA
OR5M10	483	1	0.0186335403726708	479	0.14887891103987	NA	NA	68	66	Firth	NA	NA	NA
OR5M1	483	1	0.113871635610766	479	0.5221867116247	NA	NA	173	149	Firth	NA	NA	NA
OR9G4	483	3	0.00552104899930987	479	0.767747972781847	3	3	NA	NA	NA	2	1	0.0321744726043893
OR5AK2	483	1	0.05175983436853	479	0.727996471758613	1	NA	1	1	ER	NA	NA	NA
LRRC55	483	1	0.122153209109731	479	0.789890257574408	1	NA	3	3	ER	NA	NA	NA
TNKS1BP1	483	6	0.10351966873706	479	0.792347425953566	5	5	NA	NA	NA	5	0	0.0321744726043893
PRG2	483	1	0.020703933747412	479	0.215387112445676	1	NA	1	1	ER	NA	NA	NA
SLC43A1	483	4	0.0072463768115942	479	0.712011024281779	4	4	NA	NA	NA	4	0	0.0321744726043893
UBE2L6	483	1	0.0165631469979296	479	0.209776481292491	1	NA	1	1	ER	NA	NA	NA
BTBD18	483	2	0.0041407867494824	479	0.542734752749658	2	2	NA	NA	NA	2	0	0.0321744726043893
OR6Q1	483	2	0.0300207039337474	479	0.467537512189302	2	2	NA	NA	NA	1	1	0.0321744726043893
OR9I1	483	1	0.0683229813664596	479	0.0464192286924851	1	NA	2	2	ER	NA	NA	NA
OR9Q2	483	1	0.0351966873706004	479	0.540022256746709	NA	NA	276	239	Firth	NA	NA	NA
OR1S2	483	2	0.031055900621118	479	0.0299284500659266	2	2	NA	NA	NA	2	0	0.0321744726043893
OR1S1	483	2	0.0082815734989648	479	0.362712293483744	2	2	NA	NA	NA	2	0	0.0321744726043893
OR10Q1	483	3	0.0317460317460317	479	0.59648888392198	3	3	NA	NA	NA	3	0	0.0321744726043893
OR5B3	483	1	0.0848861283643892	479	0.00661181743544389	NA	NA	30	30	Firth	NA	NA	NA
OR5B12	483	1	0.0227743271221532	479	0.224237473360877	1	NA	8	8	ER	NA	NA	NA
LPXN	483	1	0.0393374741200828	479	0.153860886519941	1	NA	1	1	ER	NA	NA	NA
CNTF	483	1	0.0144927536231884	479	0.204585579066257	1	NA	1	1	ER	NA	NA	NA
GLYAT	483	1	0.101449275362319	479	0.223882102921757	1	NA	1	1	ER	NA	NA	NA
GLYATL1	483	1	0.010351966873706	479	0.704094101489145	1	NA	1	1	ER	NA	NA	NA
FAM111B	483	2	0.0538302277432712	479	0.906367062070837	2	2	NA	NA	NA	2	0	0.0321744726043893
FAM111A	483	1	0.0082815734989648	479	0.446626363187502	1	NA	11	11	ER	NA	NA	NA
DTX4	483	1	0.0579710144927536	479	0.190875144598723	1	NA	1	1	ER	NA	NA	NA
MPEG1	483	5	0.0140786749482402	479	0.445976143487108	5	5	NA	NA	NA	5	0	0.0321744726043893
OR5AN1	483	1	0.163561076604555	479	0.509610131982352	NA	NA	339	295	Firth	NA	NA	NA
OR5A2	483	2	0.0124223602484472	479	0.835885096697204	2	2	NA	NA	NA	2	0	0.0321744726043893
OR4D6	483	4	0.0346790890269151	479	0.870689438044032	4	4	NA	NA	NA	2	2	0.0321744726043893
OR4D10	483	4	0.0191511387163561	479	0.383340415452632	4	4	NA	NA	NA	4	0	0.0321744726043893
OR4D11	483	1	0.178053830227743	479	0.724924523053342	1	NA	1	1	ER	NA	NA	NA
OR4D9	483	1	0.0248447204968944	479	0.586858103199633	NA	NA	39	37	Firth	NA	NA	NA
OSBP	483	1	0.0124223602484472	479	0.719201504263692	1	NA	1	1	ER	NA	NA	NA
PATL1	483	1	0.0041407867494824	479	0.74664319816079	1	NA	1	1	ER	NA	NA	NA
OR10V1	483	4	0.0657349896480331	479	0.602274012697044	4	4	NA	NA	NA	3	1	0.0321744726043893
STX3	483	1	0.0020703933747412	479	0.234269927607027	1	NA	1	1	ER	NA	NA	NA
GIF	483	5	0.0111801242236025	479	0.37577644690724	5	5	NA	NA	NA	4	1	0.0321744726043893
TCN1	483	1	0.010351966873706	479	0.147484746236598	1	NA	1	1	ER	NA	NA	NA
OOSP2	483	1	0.0124223602484472	479	0.194545691026362	1	NA	1	1	ER	NA	NA	NA
MS4A2	483	3	0.00552104899930987	479	0.80017256853417	3	3	NA	NA	NA	3	0	0.0321744726043893
MS4A6A	483	1	0.0124223602484472	479	0.681402720001813	1	NA	1	1	ER	NA	NA	NA
MS4A4A	483	1	0.010351966873706	479	0.646899378515263	1	NA	1	1	ER	NA	NA	NA
MS4A7	483	3	0.0876466528640442	479	0.730237877461413	3	3	NA	NA	NA	3	0	0.0321744726043893
MS4A14	483	3	0.122843340234645	479	0.288462738595998	3	2	NA	NA	NA	1	1	0.0321744726043893
MS4A5	483	2	0.020703933747412	479	0.43925566463363	2	2	NA	NA	NA	1	1	0.0321744726043893
MS4A13	483	1	0.020703933747412	479	0.551280360392821	1	NA	18	18	ER	NA	NA	NA
MS4A8	483	1	0.0144927536231884	479	0.104784562420263	1	NA	1	1	ER	NA	NA	NA
MS4A18	483	2	0.0072463768115942	479	0.832777830321273	2	2	NA	NA	NA	2	0	0.0321744726043893
MS4A10	483	1	0.0124223602484472	479	0.727111455705236	1	NA	1	1	ER	NA	NA	NA
CCDC86	483	1	0.0020703933747412	479	0.268339579821812	1	NA	5	5	ER	NA	NA	NA
ZP1	483	1	0.0082815734989648	479	0.908175798976081	1	NA	19	19	ER	NA	NA	NA
TMEM132A	483	1	0.0890269151138716	479	0.727335635499323	1	NA	1	1	ER	NA	NA	NA
CD5	483	2	0.093167701863354	479	0.910078425682629	2	2	NA	NA	NA	1	1	0.0321744726043893
VPS37C	483	3	0.0276052449965493	479	0.306375154331493	3	3	NA	NA	NA	2	1	0.0321744726043893
DAK	483	2	0.0072463768115942	479	0.279724984598419	2	2	NA	NA	NA	2	0	0.0321744726043893
SDHAF2	483	1	0.0020703933747412	479	0.231908433041037	1	NA	1	1	ER	NA	NA	NA
PPP1R32	483	5	0.0285714285714286	479	0.652959912227126	5	5	NA	NA	NA	5	0	0.0321744726043893
FADS3	483	1	0.0745341614906832	479	0.238706693924557	1	NA	1	1	ER	NA	NA	NA
BEST1	483	1	0	479	0.656799238475298	1	NA	1	1	ER	NA	NA	NA
INCENP	483	1	0.020703933747412	479	0.0771390018437015	1	NA	2	2	ER	NA	NA	NA
SCGB1D1	483	3	0.0324361628709455	479	0.29782869303597	3	3	NA	NA	NA	3	0	0.0321744726043893
SCGB1D2	483	1	0.062111801242236	479	0.592332401358027	NA	NA	330	278	Firth	NA	NA	NA
ASRGL1	483	3	0.0062111801242236	479	0.52217420347454	3	3	NA	NA	NA	3	0	0.0321744726043893
SCGB1A1	483	1	0.0082815734989648	479	0.13777125569708	1	NA	1	1	ER	NA	NA	NA
TUT1	483	1	0.0062111801242236	479	0.73149126523374	1	NA	1	1	ER	NA	NA	NA
EML3	483	1	0.0062111801242236	479	0.129316702543739	1	NA	3	2	ER	NA	NA	NA
GANAB	483	1	0.0186335403726708	479	0.737027676752766	1	NA	2	2	ER	NA	NA	NA
METTL12	483	1	0.0062111801242236	479	0.216611530087878	1	NA	1	1	ER	NA	NA	NA
BSCL2	483	1	0	479	0.234269927607027	1	NA	1	1	ER	NA	NA	NA
STX5	483	3	0.00690131124913734	479	0.238838477697982	3	3	NA	NA	NA	3	0	0.0321744726043893
WDR74	483	2	0.082815734989648	479	0.110893781230418	1	1	NA	NA	NA	1	0	0.0321744726043893
SLC3A2	483	2	0.0082815734989648	479	0.779137862941592	2	2	NA	NA	NA	2	0	0.0321744726043893
SLC22A6	483	2	0.0993788819875776	479	0.38973704504157	1	1	NA	NA	NA	1	0	0.0321744726043893
SLC22A8	483	1	0.0144927536231884	479	0.710469661536826	1	NA	1	1	ER	NA	NA	NA
SLC22A24	483	4	0.0698757763975155	479	0.409337367158253	4	3	NA	NA	NA	2	1	0.0321744726043893
SLC22A25	483	3	0.0786749482401656	479	0.491370429157191	3	3	NA	NA	NA	3	0	0.0321744726043893
SLC22A10	483	2	0.101449275362319	479	0.564033494505974	2	2	NA	NA	NA	0	2	0.0321744726043893
LGALS12	483	3	0.00966183574879227	479	0.710857394532033	3	3	NA	NA	NA	3	0	0.0321744726043893
HRASLS2	483	1	0.0227743271221532	479	0.137018550877545	1	NA	1	1	ER	NA	NA	NA
ATL3	483	1	0.0062111801242236	479	0.631757160244194	1	NA	1	1	ER	NA	NA	NA
RTN3	483	1	0.0082815734989648	479	0.88272718123614	1	NA	11	11	ER	NA	NA	NA
RCOR2	483	1	0.05175983436853	479	0.236443267341571	1	NA	1	1	ER	NA	NA	NA
NAA40	483	2	0.0041407867494824	479	0.281165864699577	2	2	NA	NA	NA	2	0	0.0321744726043893
MACROD1	483	1	0.0062111801242236	479	0.681216971199856	1	NA	1	1	ER	NA	NA	NA
TRPT1	483	1	0.0062111801242236	479	0.119086328341061	1	NA	2	2	ER	NA	NA	NA
DNAJC4	483	1	0.0124223602484472	479	0.225035653829462	1	NA	1	1	ER	NA	NA	NA
KCNK4	483	1	0.169772256728778	479	0.657413547725364	1	NA	1	1	ER	NA	NA	NA
CCDC88B	483	1	0.19047619047619	479	0.320296704418592	1	NA	6	6	ER	NA	NA	NA
SLC22A11	483	1	0.0062111801242236	479	0.422268113874262	1	NA	3	3	ER	NA	NA	NA
SLC22A12	483	1	0	479	0.19439502755917	1	NA	1	1	ER	NA	NA	NA
NRXN2	483	3	0.0200138026224983	479	0.0584019509796027	3	3	NA	NA	NA	3	0	0.0321744726043893
RASGRP2	483	1	0.0041407867494824	479	0.220933022346138	1	NA	1	1	ER	NA	NA	NA
PYGM	483	6	0.0020703933747412	479	0.187412989268554	6	6	NA	NA	NA	6	0	0.0321744726043893
MAP4K2	483	2	0.0041407867494824	479	0.812383003031161	2	2	NA	NA	NA	2	0	0.0321744726043893
CDC42BPG	483	5	0.0993788819875776	479	0.769772106164966	4	4	NA	NA	NA	4	0	0.0321744726043893
ATG2A	483	1	0.041407867494824	479	0.202850750314134	1	NA	1	1	ER	NA	NA	NA
BATF2	483	1	0.0186335403726708	479	0.233184653928927	1	NA	1	1	ER	NA	NA	NA
SNX15	483	1	0.0351966873706004	479	0.70170199852982	1	NA	1	1	ER	NA	NA	NA
NAALADL1	483	2	0.0031055900621118	479	0.796940402066903	2	2	NA	NA	NA	2	0	0.0321744726043893
