set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	n_vars_retained	n_vars_retained_cr	burden_skatw	burden_mbw	burden_lw	skat_skatw	skat_mbw	skat_lw	skato_skatw	skato_mbw	skato_lw	cr_skat	cr_burden	min_p
TTC12	483	2	0.046583850931677	479	2	2	0.754920890170871	0.754920890170871	0.754920890170871	0.519581835454132	0.519581835454132	0.519581835454132	0.857850402423749	0.857850402423749	0.857850402423749	0.607312859832298	0.815963809792977	0.519581835454132
ANKK1	483	3	0.0317460317460317	479	3	3	0.0461855878510978	0.0508918489812905	0.0600972687368493	0.166660397883811	0.19776185217868	0.166660397883811	0.0841627572244497	0.0819914117388809	0.0841627572244497	0.131372787356774	0.0483130191341588	0.0461855878510978
DRD2	483	1	0.031055900621118	479	NA	NA	0.726669624238601	0.726669624238601	0.726669624238601	0.726669624238601	0.726669624238601	0.726669624238601	0.726669624238601	0.726669624238601	0.726669624238601	0.726669624238601	0.726669624238601	0.726669624238601
TMPRSS5	483	1	0.0434782608695652	479	1	1	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002
ZW10	483	1	0.13871635610766	479	1	1	0.742099632892566	0.742099632892566	0.742099632892566	0.742099632892566	0.742099632892566	0.742099632892566	0.742099632892566	0.742099632892566	0.742099632892566	0.742099632892566	0.742099632892566	0.742099632892566
HTR3B	483	2	0.0134575569358178	479	2	2	0.341717821967435	0.341717821967435	0.341717821967435	0.826966841611098	0.826966841611098	0.826966841611098	0.5747160774637	0.5747160774637	0.5747160774637	0.835364918228439	0.34376141591568	0.341717821967435
HTR3A	483	3	0.00483091787439614	479	3	3	0.804341779470084	0.804341779470084	0.804341779470084	0.122479680371798	0.122479680371798	0.122479680371798	0.36333303271309	0.36333303271309	0.36333303271309	0.130560756725675	0.725610845249608	0.122479680371798
NNMT	483	1	0.010351966873706	479	1	1	0.677010564350301	0.677010564350301	0.677010564350301	0.677010564350301	0.677010564350301	0.677010564350301	0.677010564350301	0.677010564350301	0.677010564350301	0.677010564350301	0.677010564350301	0.677010564350301
NXPE1	483	4	0.0445134575569358	479	4	4	0.115777122087458	0.153785820037268	0.113983765630597	0.247696853420328	0.485664155226446	0.236084110108013	0.167924152065068	0.231388942115836	0.165080496985937	0.379276904142108	0.252989914877998	0.113983765630597
NXPE4	483	3	0.0883367839889579	479	3	3	0.815597976698802	0.641576198356087	0.825959622489897	0.961408820360335	0.961408820360335	0.961408820360335	0.961408820360335	0.849375635476124	0.961408820360335	0.937012211208442	0.742568313209256	0.641576198356087
NXPE2	483	3	0.0393374741200828	479	3	3	0.776103880968515	0.776103880968515	0.776103880968515	0.72695475129796	0.72695475129796	0.72695475129796	0.921699518441363	0.921699518441363	0.921699518441363	0.833831705318175	0.761789250144788	0.72695475129796
BUD13	483	5	0.00703933747412008	479	5	5	0.308377470552467	0.475138607910575	0.312218683627876	0.373616009948076	0.496845698160513	0.34813697426294	0.450910749230211	0.656349169364226	0.429479077569113	0.361371271081601	0.292987708400467	0.292987708400467
ZNF259	483	4	0.0025879917184265	479	4	4	0.94887147084812	0.94887147084812	0.94887147084812	0.413831786216537	0.368656435471137	0.413831786216537	0.586977675638785	0.541802324893385	0.586977675638785	0.239248353151321	0.6961150031733	0.239248353151321
APOA5	483	3	0.0082815734989648	479	3	3	0.327009504320155	0.285574700118194	0.570567861516966	1	1	0.861525177807133	0.446969866538524	0.403873016734267	0.706332325351574	1	0.508301191770211	0.285574700118194
APOC3	483	3	0.0365769496204279	479	3	3	0.443375376334824	0.668843137936366	0.443375376334824	0.340616758293032	0.532670834675593	0.340616758293032	0.427292190852392	0.736781215497527	0.427292190852392	0.326640398458214	0.448159989381664	0.326640398458214
APOA1	483	1	0	479	1	1	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465
SIDT2	483	1	0.0062111801242236	479	1	1	0.710469661536826	0.710469661536826	0.710469661536826	0.710469661536826	0.710469661536826	0.710469661536826	0.710469661536826	0.710469661536826	0.710469661536826	0.710469661536826	0.710469661536826	0.710469661536826
PCSK7	483	1	0.0020703933747412	479	1	1	0.708635043918884	0.708635043918884	0.708635043918884	0.708635043918884	0.708635043918884	0.708635043918884	0.708635043918884	0.708635043918884	0.708635043918884	0.708635043918884	0.708635043918884	0.708635043918884
BACE1	483	2	0.020703933747412	479	2	2	0.101479222723192	0.101479222723192	0.101479222723192	0.101479222723192	0.101479222723192	0.101479222723192	0.101479222723192	0.101479222723192	0.101479222723192	0.167703834649322	0.074138017023855	0.074138017023855
CEP164	483	5	0.0144927536231884	479	5	5	0.827146345187797	0.827146345187797	0.827146345187797	0.295800029993154	0.295800029993154	0.295800029993154	0.376289125732214	0.376289125732214	0.376289125732214	0.276949311024485	0.759221519737894	0.276949311024485
FXYD2	483	1	0.0062111801242236	479	1	1	0.721143763061465	0.721143763061465	0.721143763061465	0.721143763061465	0.721143763061465	0.721143763061465	0.721143763061465	0.721143763061465	0.721143763061465	0.721143763061465	0.721143763061465	0.721143763061465
IL10RA	483	1	0	479	1	1	0.716850701864265	0.716850701864265	0.716850701864265	0.716850701864265	0.716850701864265	0.716850701864265	0.716850701864265	0.716850701864265	0.716850701864265	0.716850701864265	0.716850701864265	0.716850701864265
TMPRSS4	483	4	0.0678053830227743	479	4	4	0.477200799049839	0.409348293452123	0.504012425607783	0.827183432008501	0.839286076411315	0.833735593216109	0.627178587474275	0.578368524529519	0.653970798487545	0.963948893031316	0.724783997784332	0.409348293452123
SCN4B	483	2	0.0010351966873706	479	2	2	0.751600499949871	0.751600499949871	0.751600499949871	0.575362541057368	0.575362541057368	0.575362541057368	0.872948949817239	0.872948949817239	0.872948949817239	0.501177472166121	0.832209881394478	0.501177472166121
AMICA1	483	3	0.0262249827467219	479	3	3	0.794599891723049	0.266730112438053	0.794597871752865	0.0116561968542925	0.00950106981438229	0.0116561969041052	0.0163905682829906	0.0145866252486988	0.0163905684906099	0.0109127669353369	0.0957201317228955	0.00950106981438229
MPZL3	483	4	0.0222567287784679	479	4	4	0.752268160252855	0.717498637477639	0.752268160252855	0.309726095544003	0.309726095544003	0.309726095544003	0.739561984630744	0.579360892953967	0.739561984630744	0.622414842211591	0.759416771130991	0.309726095544003
MPZL2	483	4	0.0150103519668737	479	4	4	0.718172360394215	0.515140613603207	0.781866038210319	0.788081500314612	0.788081500314612	0.788081500314612	0.931976149917339	0.778516268323124	0.931976149917339	0.809750010324299	0.68092932903427	0.515140613603207
CD3G	483	1	0.0020703933747412	479	1	1	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939
UBE4A	483	1	0.0186335403726708	479	1	1	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557
IFT46	483	3	0.00966183574879227	479	3	3	0.190549249836611	0.0791098222934397	0.190549249836611	0.505079230225602	0.38182434590587	0.505079230225602	0.242483998124437	0.14171525077719	0.313119531261292	0.60575194654148	0.239679906065631	0.0791098222934397
PHLDB1	483	2	0.0714285714285714	479	2	2	0.74542077354871	0.74542077354871	0.74542077354871	0.0915701831642185	0.0915701831642185	0.0915701831642185	0.0915701831642185	0.0915701831642185	0.0915701831642185	0.116354232545795	0.828404666704143	0.0915701831642185
CCDC84	483	2	0.0082815734989648	479	2	2	0.785217792473715	0.785217792473715	0.785217792473715	0.417111233599279	0.417111233599279	0.417111233599279	0.417111233599279	0.417111233599279	0.417111233599279	0.277902449132856	0.652919758115109	0.277902449132856
TRAPPC4	483	3	0.00690131124913734	479	3	3	0.167038351214884	0.167038351214884	0.167038351214884	0.389953976988066	0.389953976988066	0.389953976988066	0.22864974983903	0.22864974983903	0.22864974983903	0.387724572053821	0.0412493853594071	0.0412493853594071
VPS11	483	2	0.0010351966873706	479	1	1	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.741751754398044	0.741751754398044	0.70966136098675
HMBS	483	1	0.0144927536231884	479	1	1	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465	0.671296695421465
C2CD2L	483	2	0.015527950310559	479	2	2	0.749857571736155	0.749857571736155	0.749857571736155	0.599935942446471	0.599935942446471	0.599935942446471	0.869261869817314	0.869261869817314	0.869261869817314	0.431675853197274	0.824250232623537	0.431675853197274
HINFP	483	1	0.0082815734989648	479	1	1	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095
NLRX1	483	3	0.0904071773636991	479	3	3	0.998451588637206	0.998451588637206	0.686000604462459	0.00385118292874324	0.00385118292874324	0.00385118292874324	0.00757987260258799	0.00757987260258799	0.00757987260258799	0.00264817602284061	0.681961861626631	0.00264817602284061
PDZD3	483	1	0.0041407867494824	479	1	1	0.731653706803592	0.731653706803592	0.731653706803592	0.731653706803592	0.731653706803592	0.731653706803592	0.731653706803592	0.731653706803592	0.731653706803592	0.731653706803592	0.731653706803592	0.731653706803592
CCDC153	483	1	0.0372670807453416	479	1	1	0.737887293278697	0.737887293278697	0.737887293278697	0.737887293278697	0.737887293278697	0.737887293278697	0.737887293278697	0.737887293278697	0.737887293278697	0.737887293278697	0.737887293278697	0.737887293278697
CBL	483	3	0.0020703933747412	479	3	3	0.10882617897848	0.10882617897848	0.10882617897848	0.10882617897848	0.10882617897848	0.10882617897848	0.10882617897848	0.10882617897848	0.10882617897848	0.21354165041233	0.100691394923299	0.100691394923299
MFRP	483	2	0.0062111801242236	479	2	2	0.0227094036239631	0.0227094036239631	0.0245222131847714	0.0245509740482022	0.037194144145822	0.0245509740482022	0.0257668570949997	0.0257668570949997	0.0257668570949997	0.0220741559699561	0.0126602372384997	0.0126602372384997
USP2	483	1	0	479	1	1	0.642082271912349	0.642082271912349	0.642082271912349	0.642082271912349	0.642082271912349	0.642082271912349	0.642082271912349	0.642082271912349	0.642082271912349	0.642082271912349	0.642082271912349	0.642082271912349
PVRL1	483	3	0.0020703933747412	479	3	3	0.410155757887153	0.410155757887153	0.410155757887153	0.0259922832316175	0.0259922832316175	0.0259922832316175	0.0843467156041078	0.0843467156041078	0.0843467156041078	0.0196109484416606	0.429858072879665	0.0196109484416606
AP000679.2	483	1	0.0165631469979296	479	1	1	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613	0.727996471758613
POU2F3	483	1	0.0331262939958592	479	1	1	0.722951269412363	0.722951269412363	0.722951269412363	0.722951269412363	0.722951269412363	0.722951269412363	0.722951269412363	0.722951269412363	0.722951269412363	0.722951269412363	0.722951269412363	0.722951269412363
TMEM136	483	2	0.0031055900621118	479	2	2	0.0812315477665883	0.0812315477665883	0.0812315477665883	0.0812315477665883	0.0812315477665883	0.0812315477665883	0.0812315477665883	0.0812315477665883	0.0812315477665883	0.0554208742025203	0.0286859242328714	0.0286859242328714
GRIK4	483	2	0.041407867494824	479	2	2	0.747940931201138	0.747940931201138	0.747940931201138	0.106049722237272	0.106049722237272	0.106049722237272	0.106049722237272	0.106049722237272	0.106049722237272	0.16182080081973	0.835775099260217	0.106049722237272
TECTA	483	3	0.0138026224982747	479	3	3	0.0608465098588302	0.0608465098588302	0.0608465098588302	0.389219550560009	0.389219550560009	0.389219550560009	0.0608465098588302	0.0608465098588302	0.0608465098588302	0.43073271315519	0.0386615340538545	0.0386615340538545
SORL1	483	4	0.0605590062111801	479	4	4	0.0736822446985494	0.491586582548635	0.0516327261704389	0.016540505883074	0.0290242946966008	0.016540505883074	0.0272461536089654	0.0606842911840614	0.023844051742516	0.011211793712018	0.0760190633324019	0.011211793712018
UBASH3B	483	2	0.0196687370600414	479	2	2	0.0891013464068633	0.0891013464068633	0.0891013464068633	0.230217715478589	0.230217715478589	0.230217715478589	0.0891013464068633	0.0891013464068633	0.0891013464068633	0.143200154420951	0.0530452115992753	0.0530452115992753
CRTAM	483	2	0.0351966873706004	479	2	2	0.0895017546471919	0.0895017546471919	0.0895017546471919	0.0895017546471919	0.0895017546471919	0.0895017546471919	0.0895017546471919	0.0895017546471919	0.0895017546471919	0.0910264107734383	0.0489748228344666	0.0489748228344666
C11orf63	483	2	0.0445134575569358	479	2	2	0.748120152514761	0.748120152514761	0.748120152514761	0.854422315406508	0.854422315406508	0.854422315406508	0.854422315406508	0.854422315406508	0.854422315406508	0.762284083565066	0.837807572396591	0.748120152514761
CLMP	483	2	0.0062111801242236	479	2	2	0.324292269604678	0.324292269604678	0.324292269604678	0.802411076756262	0.802411076756262	0.802411076756262	0.481753457542407	0.481753457542407	0.481753457542407	0.785170416175558	0.372736861988881	0.324292269604678
GRAMD1B	483	1	0	479	1	1	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066
SCN3B	483	1	0.0082815734989648	479	1	1	0.71921567783889	0.71921567783889	0.71921567783889	0.71921567783889	0.71921567783889	0.71921567783889	0.71921567783889	0.71921567783889	0.71921567783889	0.71921567783889	0.71921567783889	0.71921567783889
TMEM225	483	1	0.188405797101449	479	1	1	0.714078109515348	0.714078109515348	0.714078109515348	0.714078109515348	0.714078109515348	0.714078109515348	0.714078109515348	0.714078109515348	0.714078109515348	0.714078109515348	0.714078109515348	0.714078109515348
OR8D4	483	1	0.118012422360248	479	NA	NA	0.194867747236118	0.194867747236118	0.194867747236118	0.194867747236118	0.194867747236118	0.194867747236118	0.194867747236118	0.194867747236118	0.194867747236118	0.194867747236118	0.194867747236118	0.194867747236118
OR4D5	483	1	0.0786749482401656	479	1	1	0.898941882396257	0.898941882396257	0.898941882396257	0.898941882396257	0.898941882396257	0.898941882396257	0.898941882396257	0.898941882396257	0.898941882396257	0.898941882396257	0.898941882396257	0.898941882396257
OR6T1	483	1	0.031055900621118	479	1	1	0.137018550877545	0.137018550877545	0.137018550877545	0.137018550877545	0.137018550877545	0.137018550877545	0.137018550877545	0.137018550877545	0.137018550877545	0.137018550877545	0.137018550877545	0.137018550877545
OR10G9	483	1	0.0020703933747412	479	1	1	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508
OR10G8	483	1	0.0289855072463768	479	1	1	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508	0.811761356752508
VWA5A	483	1	0.0144927536231884	479	1	1	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943	0.237894763082943
OR10D3	483	1	0.122153209109731	479	NA	NA	0.835203806130392	0.835203806130392	0.835203806130392	0.835203806130392	0.835203806130392	0.835203806130392	0.835203806130392	0.835203806130392	0.835203806130392	0.835203806130392	0.835203806130392	0.835203806130392
OR8G1	483	1	0.0662525879917184	479	NA	NA	0.875917231123126	0.875917231123126	0.875917231123126	0.875917231123126	0.875917231123126	0.875917231123126	0.875917231123126	0.875917231123126	0.875917231123126	0.875917231123126	0.875917231123126	0.875917231123126
OR8G5	483	1	0.0144927536231884	479	1	1	0.89890287347035	0.89890287347035	0.89890287347035	0.89890287347035	0.89890287347035	0.89890287347035	0.89890287347035	0.89890287347035	0.89890287347035	0.89890287347035	0.89890287347035	0.89890287347035
OR8D1	483	1	0.184265010351967	479	NA	NA	0.543537571971058	0.543537571971058	0.543537571971058	0.543537571971058	0.543537571971058	0.543537571971058	0.543537571971058	0.543537571971058	0.543537571971058	0.543537571971058	0.543537571971058	0.543537571971058
OR8D2	483	1	0.0993788819875776	479	1	1	0.719565119824417	0.719565119824417	0.719565119824417	0.719565119824417	0.719565119824417	0.719565119824417	0.719565119824417	0.719565119824417	0.719565119824417	0.719565119824417	0.719565119824417	0.719565119824417
OR8B3	483	1	0.0496894409937888	479	NA	NA	0.934674379592729	0.934674379592729	0.934674379592729	0.934674379592729	0.934674379592729	0.934674379592729	0.934674379592729	0.934674379592729	0.934674379592729	0.934674379592729	0.934674379592729	0.934674379592729
OR8B8	483	1	0.0144927536231884	479	1	1	0.726399630165441	0.726399630165441	0.726399630165441	0.726399630165441	0.726399630165441	0.726399630165441	0.726399630165441	0.726399630165441	0.726399630165441	0.726399630165441	0.726399630165441	0.726399630165441
PANX3	483	2	0.0062111801242236	479	2	2	0.893909662105686	0.893909662105686	0.893909662105686	0.670562171643856	0.670562171643856	0.670562171643856	0.893909662105686	0.893909662105686	0.893909662105686	0.723854773113871	0.780460676757214	0.670562171643856
TBRG1	483	1	0.0248447204968944	479	1	1	0.192440362436983	0.192440362436983	0.192440362436983	0.192440362436983	0.192440362436983	0.192440362436983	0.192440362436983	0.192440362436983	0.192440362436983	0.192440362436983	0.192440362436983	0.192440362436983
SIAE	483	4	0.0025879917184265	479	4	4	0.0911997835407609	0.138996622695009	0.0114575475604055	0.0130318617285241	0.0120783610631207	0.00741288817934625	0.0216930899348655	0.0192503183578772	0.00907272180732843	0.00871678371798367	0.025070298366495	0.00741288817934625
VSIG2	483	1	0	479	1	1	0.664432527349414	0.664432527349414	0.664432527349414	0.664432527349414	0.664432527349414	0.664432527349414	0.664432527349414	0.664432527349414	0.664432527349414	0.664432527349414	0.664432527349414	0.664432527349414
ROBO3	483	5	0.0356107660455487	479	5	5	0.702814375102483	0.422451226541281	0.80102264273085	0.60166542836029	0.539172197190724	0.60166542836029	0.770857815989525	0.673483961275891	0.770857815989525	0.568915535699769	0.725435098381735	0.422451226541281
CCDC15	483	3	0.0296756383712905	479	3	3	0.171074852751256	0.171074852751256	0.171074852751256	0.908192840782846	0.908192840782846	0.908192840782846	0.268525975496398	0.268525975496398	0.268525975496398	0.864617768333669	0.130102996636516	0.130102996636516
SLC37A2	483	1	0.0020703933747412	479	1	1	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551
CHEK1	483	1	0.122153209109731	479	1	1	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557	0.238706693924557
PUS3	483	1	0.0062111801242236	479	1	1	0.22823852571701	0.22823852571701	0.22823852571701	0.22823852571701	0.22823852571701	0.22823852571701	0.22823852571701	0.22823852571701	0.22823852571701	0.22823852571701	0.22823852571701	0.22823852571701
DDX25	483	1	0.0020703933747412	479	1	1	0.744359362546455	0.744359362546455	0.744359362546455	0.744359362546455	0.744359362546455	0.744359362546455	0.744359362546455	0.744359362546455	0.744359362546455	0.744359362546455	0.744359362546455	0.744359362546455
CDON	483	1	0.0165631469979296	479	1	1	0.710647378936254	0.710647378936254	0.710647378936254	0.710647378936254	0.710647378936254	0.710647378936254	0.710647378936254	0.710647378936254	0.710647378936254	0.710647378936254	0.710647378936254	0.710647378936254
RPUSD4	483	1	0.0041407867494824	479	1	1	0.722213947211897	0.722213947211897	0.722213947211897	0.722213947211897	0.722213947211897	0.722213947211897	0.722213947211897	0.722213947211897	0.722213947211897	0.722213947211897	0.722213947211897	0.722213947211897
SRPR	483	1	0.0020703933747412	479	1	1	0.358563249540869	0.358563249540869	0.358563249540869	0.358563249540869	0.358563249540869	0.358563249540869	0.358563249540869	0.358563249540869	0.358563249540869	0.358563249540869	0.358563249540869	0.358563249540869
FOXRED1	483	3	0.00276052449965493	479	3	3	0.287503169229677	0.441978584555752	0.287503169229677	0.307797938677775	0.307797938677775	0.307797938677775	0.377593179607985	0.377593179607985	0.377593179607985	0.169815422416737	0.367575528841374	0.169815422416737
TIRAP	483	2	0.0041407867494824	479	2	2	0.745838593988062	0.745838593988062	0.745838593988062	0.0935669372073572	0.0935669372073572	0.0935669372073572	0.0935669372073572	0.0935669372073572	0.0935669372073572	0.0967945770963465	0.831238799644056	0.0935669372073572
KCNJ1	483	5	0.0215320910973085	479	5	5	0.178203042014016	0.265119099423853	0.135988172327783	0.322900950220516	0.576781377157481	0.322900950220516	0.278374312854205	0.414762014110984	0.245580235661322	0.30967335230739	0.184478813040954	0.135988172327783
ARHGAP32	483	5	0.0128364389233954	479	4	5	0.224382805084319	0.224382805084319	0.224382805084319	0.7900319599622	0.7900319599622	0.7900319599622	0.4469308329236	0.4469308329236	0.4469308329236	0.794088841731662	0.363096928310227	0.224382805084319
BARX2	483	1	0.0186335403726708	479	1	1	0.674015615952225	0.674015615952225	0.674015615952225	0.674015615952225	0.674015615952225	0.674015615952225	0.674015615952225	0.674015615952225	0.674015615952225	0.674015615952225	0.674015615952225	0.674015615952225
APLP2	483	3	0.00552104899930987	479	3	3	0.170052249212044	0.170052249212044	0.170052249212044	0.737879809048632	0.737879809048632	0.737879809048632	0.248621420579293	0.248621420579293	0.248621420579293	0.666918737812984	0.0780861108550424	0.0780861108550424
ADAMTS8	483	2	0.113871635610766	479	2	2	0.735826904714104	0.735826904714104	0.735826904714104	0.804749617506682	0.804749617506682	0.804749617506682	0.804749617506682	0.804749617506682	0.804749617506682	0.795070917818222	0.81891588593472	0.735826904714104
SNX19	483	3	0.0289855072463768	479	3	3	0.398331873091471	0.375594835637602	0.398331873091471	0.749984660809138	0.749984660809138	0.749984660809138	0.602439691002332	0.58527247426157	0.602439691002332	0.802139049621155	0.47608103338209	0.375594835637602
SPATA19	483	2	0.0082815734989648	479	2	2	0.119038680901104	0.119038680901104	0.119038680901104	0.330445385831781	0.330445385831781	0.330445385831781	0.330445385831781	0.330445385831781	0.330445385831781	0.384095931317321	0.141772856453284	0.119038680901104
IGSF9B	483	1	0.0269151138716356	479	1	1	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939
NCAPD3	483	4	0.0077639751552795	479	4	4	0.762475053985548	0.762475053985548	0.762475053985548	0.843064733487734	0.843064733487734	0.843064733487734	0.918844229316157	0.831940390576718	0.918844229316157	0.82724177617744	0.747583376120378	0.747583376120378
VPS26B	483	1	0.0372670807453416	479	1	1	0.733397413981964	0.733397413981964	0.733397413981964	0.733397413981964	0.733397413981964	0.733397413981964	0.733397413981964	0.733397413981964	0.733397413981964	0.733397413981964	0.733397413981964	0.733397413981964
ACAD8	483	2	0.0010351966873706	479	2	2	0.752237097934373	0.752237097934373	0.752237097934373	0.538786636435068	0.538786636435068	0.538786636435068	0.856459011614352	0.856459011614352	0.856459011614352	0.631541558913022	0.822483859580863	0.538786636435068
GLB1L3	483	1	0.0041407867494824	479	1	1	0.665633157471842	0.665633157471842	0.665633157471842	0.665633157471842	0.665633157471842	0.665633157471842	0.665633157471842	0.665633157471842	0.665633157471842	0.665633157471842	0.665633157471842	0.665633157471842
GLB1L2	483	1	0.0082815734989648	479	NA	NA	0.982144400439203	0.982144400439203	0.982144400439203	0.982144400439203	0.982144400439203	0.982144400439203	0.982144400439203	0.982144400439203	0.982144400439203	0.982144400439203	0.982144400439203	0.982144400439203
IQSEC3	483	1	0.0496894409937888	479	1	1	0.711469531411495	0.711469531411495	0.711469531411495	0.711469531411495	0.711469531411495	0.711469531411495	0.711469531411495	0.711469531411495	0.711469531411495	0.711469531411495	0.711469531411495	0.711469531411495
SLC6A12	483	1	0.093167701863354	479	1	1	0.696847956291264	0.696847956291264	0.696847956291264	0.696847956291264	0.696847956291264	0.696847956291264	0.696847956291264	0.696847956291264	0.696847956291264	0.696847956291264	0.696847956291264	0.696847956291264
SLC6A13	483	1	0.0186335403726708	479	1	1	0.726673073356739	0.726673073356739	0.726673073356739	0.726673073356739	0.726673073356739	0.726673073356739	0.726673073356739	0.726673073356739	0.726673073356739	0.726673073356739	0.726673073356739	0.726673073356739
KDM5A	483	3	0.0179434092477571	479	3	3	0.27735092378951	0.27735092378951	0.448185506475887	0.912465091257714	0.912465091257714	0.912465091257714	0.549768321651516	0.46208209733524	0.549768321651516	0.870460269480143	0.394588843447703	0.27735092378951
CCDC77	483	3	0.00897170462387854	479	2	3	0.342152254605207	0.342152254605207	0.342152254605207	0.828051203382351	0.828051203382351	0.828051203382351	0.342152254605207	0.342152254605207	0.342152254605207	0.845878186736742	0.344840385803043	0.342152254605207
B4GALNT3	483	3	0.010351966873706	479	3	3	0.619397437119619	0.761242714950298	0.607203429597085	0.55357824687018	0.469105838778886	0.55357824687018	0.670213288216077	0.676214056951447	0.621952751193199	0.539151143250974	0.633641408119174	0.469105838778886
RAD52	483	2	0.0124223602484472	479	2	2	0.59924749775451	0.598216380399202	0.59924749775451	0.866638139299891	0.866638139299891	0.866638139299891	0.773936990449176	0.773936990449176	0.773936990449176	0.855097359992757	0.579650638740562	0.579650638740562
ERC1	483	1	0.0434782608695652	479	1	1	0.627750732168236	0.627750732168236	0.627750732168236	0.627750732168236	0.627750732168236	0.627750732168236	0.627750732168236	0.627750732168236	0.627750732168236	0.627750732168236	0.627750732168236	0.627750732168236
LRTM2	483	1	0.169772256728778	479	NA	NA	0.795475457205474	0.795475457205474	0.795475457205474	0.795475457205474	0.795475457205474	0.795475457205474	0.795475457205474	0.795475457205474	0.795475457205474	0.795475457205474	0.795475457205474	0.795475457205474
CACNA2D4	483	2	0.005175983436853	479	2	2	0.924292931125294	0.924292931125294	0.924292931125294	0.248142319718125	0.248142319718125	0.248142319718125	0.437627727262795	0.437627727262795	0.437627727262795	0.265290490847107	0.76183193651018	0.248142319718125
DCP1B	483	2	0.0134575569358178	479	2	2	0.754519034204325	0.754519034204325	0.754519034204325	0.528401846785563	0.528401846785563	0.528401846785563	0.860907338180688	0.860907338180688	0.860907338180688	0.584666735441755	0.816906128118392	0.528401846785563
FKBP4	483	1	0.0041407867494824	479	1	1	0.692761134824942	0.692761134824942	0.692761134824942	0.692761134824942	0.692761134824942	0.692761134824942	0.692761134824942	0.692761134824942	0.692761134824942	0.692761134824942	0.692761134824942	0.692761134824942
NRIP2	483	2	0.0020703933747412	479	2	2	0.763010060616636	0.763010060616636	0.763010060616636	0.498350594289014	0.498350594289014	0.498350594289014	0.498350594289014	0.498350594289014	0.498350594289014	0.404322334786976	0.793141754867402	0.404322334786976
AC005841.1	483	1	0.0082815734989648	479	1	1	0.353313268123371	0.353313268123371	0.353313268123371	0.353313268123371	0.353313268123371	0.353313268123371	0.353313268123371	0.353313268123371	0.353313268123371	0.353313268123371	0.353313268123371	0.353313268123371
FOXM1	483	5	0.0178053830227743	479	5	5	0.0152843058732061	0.00731843108117131	0.0202251851373826	0.0852066927594079	0.0608491871635619	0.117712880543715	0.0228956812469851	0.0101724370163205	0.0377801978673373	0.0691879056759639	0.0103070237461508	0.00731843108117131
