set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	p_val	n_vars_total	n_vars_tested	ma_count	n_cases_with_ma	method_for_p_assessment	rare_vars_tested	common_vars_tested	cutoff
NEBL	483	6	0.0652173913043478	479	0.901919418406593	5	5	NA	NA	NA	5	0	0.0321744726043893
DNAJC1	483	1	0.0538302277432712	479	0.195441328477694	1	NA	1	1	ER	NA	NA	NA
SPAG6	483	1	0.0434782608695652	479	0.73149126523374	1	NA	1	1	ER	NA	NA	NA
ARMC3	483	1	0.0393374741200828	479	0.172708027970126	1	NA	17	17	ER	NA	NA	NA
C10orf115	483	1	0.062111801242236	479	0.59969100533802	1	NA	8	8	ER	NA	NA	NA
KIAA1217	483	8	0.0302795031055901	479	0.464778724521017	8	8	NA	NA	NA	8	0	0.0321744726043893
ARHGAP21	483	1	0.020703933747412	479	0.485209692356989	1	NA	4	4	ER	NA	NA	NA
PRTFDC1	483	1	0.0745341614906832	479	0.206777135421136	1	NA	1	1	ER	NA	NA	NA
ENKUR	483	1	0.0144927536231884	479	0.192445172632365	1	NA	1	1	ER	NA	NA	NA
THNSL1	483	3	0.00483091787439614	479	0.678185026358728	3	3	NA	NA	NA	3	0	0.0321744726043893
GPR158	483	1	0.115942028985507	479	0.668322576128341	1	NA	1	1	ER	NA	NA	NA
MYO3A	483	2	0.0217391304347826	479	0.0588772700003377	2	2	NA	NA	NA	1	1	0.0321744726043893
GAD2	483	2	0.0403726708074534	479	0.0563305628086784	2	2	NA	NA	NA	2	0	0.0321744726043893
ANKRD26	483	3	0.00345065562456867	479	0.452826975057813	3	3	NA	NA	NA	3	0	0.0321744726043893
YME1L1	483	1	0	479	0.848544887053136	1	NA	7	7	ER	NA	NA	NA
MASTL	483	1	0.0082815734989648	479	0.20936127229701	1	NA	1	1	ER	NA	NA	NA
ACBD5	483	1	0.0062111801242236	479	0.693471078382635	1	NA	1	1	ER	NA	NA	NA
PTCHD3	483	5	0.0422360248447205	479	0.740950332118168	5	5	NA	NA	NA	4	1	0.0321744726043893
ARMC4	483	4	0.0605590062111801	479	0.0955637429973089	3	3	NA	NA	NA	3	0	0.0321744726043893
MPP7	483	2	0.082815734989648	479	0.159376966550372	2	2	NA	NA	NA	2	0	0.0321744726043893
LYZL1	483	1	0.0020703933747412	479	0.432445581447971	NA	NA	49	47	Firth	NA	NA	NA
SVIL	483	4	0.0093167701863354	479	0.606580200114947	4	4	NA	NA	NA	4	0	0.0321744726043893
KIAA1462	483	1	0.0041407867494824	479	0.326590213311076	1	NA	2	2	ER	NA	NA	NA
ZNF438	483	4	0.005175983436853	479	0.883388823483264	4	4	NA	NA	NA	4	0	0.0321744726043893
ZEB1	483	2	0.0196687370600414	479	0.611609542784956	2	2	NA	NA	NA	2	0	0.0321744726043893
CCDC7	483	3	0.0455486542443064	479	0.183063283092279	3	3	NA	NA	NA	2	1	0.0321744726043893
C10ORF68	483	6	0.0759144237405107	479	0.480420510518672	6	6	NA	NA	NA	5	1	0.0321744726043893
NRP1	483	1	0.0434782608695652	479	0.219429904413058	1	NA	1	1	ER	NA	NA	NA
PARD3	483	1	0.0579710144927536	479	0.0731853438371963	1	NA	6	6	ER	NA	NA	NA
CREM	483	2	0.0403726708074534	479	0.65529965703447	2	2	NA	NA	NA	2	0	0.0321744726043893
CCNY	483	1	0.0248447204968944	479	0.634787997807266	1	NA	1	1	ER	NA	NA	NA
NAMPTL	483	1	0.0020703933747412	479	0.752700898669005	1	NA	2	2	ER	NA	NA	NA
ANKRD30A	483	4	0.067287784679089	479	0.588068175742443	4	4	NA	NA	NA	4	0	0.0321744726043893
ZNF248	483	1	0.0848861283643892	479	0.710726549834097	1	NA	1	1	ER	NA	NA	NA
ZNF25	483	1	0.0248447204968944	479	0.206432666549483	1	NA	1	1	ER	NA	NA	NA
ZNF37A	483	4	0.0698757763975155	479	0.777052254716015	4	4	NA	NA	NA	4	0	0.0321744726043893
CCNYL2	483	1	0.010351966873706	479	0.724541769317505	1	NA	1	1	ER	NA	NA	NA
ZNF33B	483	1	0.0248447204968944	479	0.663790303453814	1	NA	1	1	ER	NA	NA	NA
BMS1	483	1	0.0393374741200828	479	0.331420148189311	1	NA	14	14	ER	NA	NA	NA
RET	483	2	0.0031055900621118	479	0.836214232798218	2	2	NA	NA	NA	2	0	0.0321744726043893
ZNF487	483	1	0.031055900621118	479	0.612320661814444	NA	NA	22	22	Firth	NA	NA	NA
ZNF239	483	1	0.0372670807453416	479	0.839426317853104	NA	NA	421	331	Firth	NA	NA	NA
ZNF485	483	1	0.0062111801242236	479	0.744424739041666	1	NA	2	2	ER	NA	NA	NA
LINC00619	483	1	0.0020703933747412	479	0.687494263931206	1	NA	1	1	ER	NA	NA	NA
OR13A1	483	1	0.0248447204968944	479	0.725314606442031	NA	NA	28	26	Firth	NA	NA	NA
ZFAND4	483	5	0.0368530020703934	479	0.472643820651341	5	5	NA	NA	NA	5	0	0.0321744726043893
SYT15	483	1	0.0082815734989648	479	0.235971903418337	1	NA	1	1	ER	NA	NA	NA
ZNF488	483	2	0.020703933747412	479	0.304051885220862	2	2	NA	NA	NA	2	0	0.0321744726043893
GDF2	483	1	0.0041407867494824	479	0.224118685877204	1	NA	1	1	ER	NA	NA	NA
GDF10	483	1	0.153209109730849	479	0.708635043918884	1	NA	1	1	ER	NA	NA	NA
FRMPD2	483	2	0.0289855072463768	479	0.517522101128028	2	2	NA	NA	NA	2	0	0.0321744726043893
ARHGAP22	483	3	0.00345065562456867	479	0.0169801457927999	3	3	NA	NA	NA	3	0	0.0321744726043893
WDFY4	483	3	0.0379572118702554	479	0.340208763653962	3	3	NA	NA	NA	3	0	0.0321744726043893
LRRC18	483	1	0.0269151138716356	479	0.708883749479961	1	NA	1	1	ER	NA	NA	NA
FAM170B	483	1	0.0041407867494824	479	0.338008656445471	1	NA	2	2	ER	NA	NA	NA
C10orf128	483	1	0.0041407867494824	479	0.840819999372598	1	NA	6	6	ER	NA	NA	NA
C10orf71	483	5	0.00538302277432712	479	0.913498212489391	5	5	NA	NA	NA	5	0	0.0321744726043893
ERCC6	483	6	0.0276052449965493	479	0.192237684644594	6	6	NA	NA	NA	6	0	0.0321744726043893
SLC18A3	483	1	0.0476190476190476	479	0.238706693924557	1	NA	1	1	ER	NA	NA	NA
CHAT	483	2	0.0041407867494824	479	0.80163913121094	2	2	NA	NA	NA	1	1	0.0321744726043893
C10orf53	483	2	0.0113871635610766	479	0.814340627306692	2	2	NA	NA	NA	2	0	0.0321744726043893
OGDHL	483	5	0.0455486542443064	479	0.288130738099644	4	4	NA	NA	NA	4	0	0.0321744726043893
PARG	483	1	0.082815734989648	479	0.714699640935392	1	NA	1	1	ER	NA	NA	NA
MSMB	483	1	0.0020703933747412	479	0.692600159546861	1	NA	1	1	ER	NA	NA	NA
NCOA4	483	1	0.0041407867494824	479	0.715066245803956	1	NA	1	1	ER	NA	NA	NA
AGAP6	483	2	0.031055900621118	479	0.725558795280323	2	2	NA	NA	NA	0	2	0.0321744726043893
FAM21A	483	1	0.101449275362319	479	0.663814752385127	1	NA	2	1	ER	NA	NA	NA
ASAH2	483	1	0.0227743271221532	479	0.158573715767501	1	NA	6	6	ER	NA	NA	NA
SGMS1	483	1	0.0062111801242236	479	0.68972640044785	1	NA	1	1	ER	NA	NA	NA
MBL2	483	3	0.0476190476190476	479	0.127722542323227	3	3	NA	NA	NA	3	0	0.0321744726043893
PCDH15	483	8	0.0093167701863354	479	0.484105269256727	8	8	NA	NA	NA	8	0	0.0321744726043893
TMEM26	483	4	0.0698757763975155	479	0.743301786513039	4	4	NA	NA	NA	4	0	0.0321744726043893
C10orf107	483	1	0.0269151138716356	479	0.734896229131958	1	NA	1	1	ER	NA	NA	NA
ARID5B	483	1	0.0393374741200828	479	0.659650027182925	1	NA	1	1	ER	NA	NA	NA
RTKN2	483	1	0.062111801242236	479	0.2401343741406	1	NA	1	1	ER	NA	NA	NA
ZNF365	483	1	0.020703933747412	479	0.835671247620017	NA	NA	249	222	Firth	NA	NA	NA
JMJD1C	483	5	0.0567287784679089	479	0.126866982485316	5	5	NA	NA	NA	5	0	0.0321744726043893
SIRT1	483	1	0.0269151138716356	479	0.677965932597511	1	NA	1	1	ER	NA	NA	NA
MYPN	483	6	0.0138026224982747	479	0.580815944788159	6	6	NA	NA	NA	5	1	0.0321744726043893
DNA2	483	2	0.015527950310559	479	0.47130931367976	2	2	NA	NA	NA	2	0	0.0321744726043893
STOX1	483	2	0.0238095238095238	479	0.726655557214163	2	2	NA	NA	NA	0	2	0.0321744726043893
KIAA1279	483	1	0.0020703933747412	479	0.734858951490093	1	NA	1	1	ER	NA	NA	NA
HKDC1	483	2	0.0196687370600414	479	0.532292000996746	2	2	NA	NA	NA	2	0	0.0321744726043893
TACR2	483	1	0.0331262939958592	479	0.228254765421225	1	NA	1	1	ER	NA	NA	NA
C10orf35	483	1	0	479	0.0930600827920547	1	NA	2	2	ER	NA	NA	NA
COL13A1	483	3	0.010351966873706	479	0.260705434111904	3	3	NA	NA	NA	3	0	0.0321744726043893
AIFM2	483	3	0.00690131124913734	479	0.871529288631857	3	3	NA	NA	NA	3	0	0.0321744726043893
NPFFR1	483	2	0.0041407867494824	479	0.805295449099789	2	2	NA	NA	NA	2	0	0.0321744726043893
NODAL	483	1	0	479	0.652458377767271	1	NA	1	1	ER	NA	NA	NA
PRF1	483	2	0.0403726708074534	479	0.842208815806308	2	2	NA	NA	NA	2	0	0.0321744726043893
ADAMTS14	483	5	0.0376811594202899	479	0.459703665877242	5	5	NA	NA	NA	5	0	0.0321744726043893
TBATA	483	1	0.0062111801242236	479	0.221469093988765	1	NA	1	1	ER	NA	NA	NA
SGPL1	483	1	0.0186335403726708	479	0.711550860292544	1	NA	1	1	ER	NA	NA	NA
UNC5B	483	2	0.0962732919254658	479	0.718753670106856	1	1	NA	NA	NA	1	0	0.0321744726043893
SLC29A3	483	2	0.005175983436853	479	0.462634245942477	2	2	NA	NA	NA	1	1	0.0321744726043893
CDH23	483	7	0.0245489500147885	479	0.538517943046903	7	7	NA	NA	NA	6	1	0.0321744726043893
PSAP	483	2	0.0020703933747412	479	0.402908786801396	2	2	NA	NA	NA	2	0	0.0321744726043893
SPOCK2	483	3	0.00897170462387854	479	0.63474744987704	3	3	NA	NA	NA	3	0	0.0321744726043893
ASCC1	483	2	0.005175983436853	479	0.672459689986065	2	2	NA	NA	NA	2	0	0.0321744726043893
DNAJB12	483	1	0.010351966873706	479	0.693471078382635	1	NA	1	1	ER	NA	NA	NA
MCU	483	1	0.0848861283643892	479	0.809821188133545	1	NA	4	4	ER	NA	NA	NA
OIT3	483	1	0.0144927536231884	479	0.677010564350301	1	NA	1	1	ER	NA	NA	NA
NUDT13	483	2	0.0113871635610766	479	0.638909367839099	2	2	NA	NA	NA	2	0	0.0321744726043893
ECD	483	5	0.0277432712215321	479	0.917167920401465	5	5	NA	NA	NA	4	1	0.0321744726043893
FAM149B1	483	1	0.020703933747412	479	0.74655821115822	1	NA	1	1	ER	NA	NA	NA
MRPS16	483	1	0.0082815734989648	479	0.20459867153658	1	NA	1	1	ER	NA	NA	NA
ANXA7	483	2	0.025879917184265	479	0.804402191385791	2	2	NA	NA	NA	2	0	0.0321744726043893
MSS51	483	2	0.005175983436853	479	0.834143119704564	2	2	NA	NA	NA	2	0	0.0321744726043893
USP54	483	4	0.015527950310559	479	0.245630304861614	4	4	NA	NA	NA	4	0	0.0321744726043893
MYOZ1	483	2	0.0113871635610766	479	0.298708272757342	2	2	NA	NA	NA	2	0	0.0321744726043893
SYNPO2L	483	1	0.182194616977226	479	0.913497668219774	NA	NA	105	96	Firth	NA	NA	NA
AGAP5	483	1	0.0248447204968944	479	0.663790303453814	1	NA	1	1	ER	NA	NA	NA
SEC24C	483	6	0.0100069013112491	479	0.413831262506989	6	6	NA	NA	NA	6	0	0.0321744726043893
FUT11	483	3	0.00552104899930987	479	0.536296684601598	3	3	NA	NA	NA	3	0	0.0321744726043893
ZSWIM8	483	2	0.0041407867494824	479	0.218655227793729	2	2	NA	NA	NA	2	0	0.0321744726043893
NDST2	483	1	0	479	0.192440362436983	1	NA	1	1	ER	NA	NA	NA
PLAU	483	1	0.0124223602484472	479	0.421754523340523	1	NA	3	3	ER	NA	NA	NA
VCL	483	1	0	479	0.673621693257551	1	NA	1	1	ER	NA	NA	NA
ADK	483	2	0.031055900621118	479	0.528520952630373	2	2	NA	NA	NA	2	0	0.0321744726043893
DUSP13	483	2	0.0351966873706004	479	0.00962284271596026	2	2	NA	NA	NA	2	0	0.0321744726043893
SAMD8	483	1	0.0062111801242236	479	0.220270443656783	1	NA	1	1	ER	NA	NA	NA
DLG5	483	2	0.0320910973084886	479	0.246869928632716	2	2	NA	NA	NA	2	0	0.0321744726043893
POLR3A	483	2	0.0031055900621118	479	0.0271429030346233	2	2	NA	NA	NA	2	0	0.0321744726043893
NUTM2B	483	1	0.093167701863354	479	0.744359362546455	1	NA	1	1	ER	NA	NA	NA
SFTPD	483	1	0.0124223602484472	479	0.650065242894701	1	NA	1	1	ER	NA	NA	NA
ANXA11	483	3	0.0772946859903382	479	0.621434464415058	3	3	NA	NA	NA	2	1	0.0321744726043893
MAT1A	483	2	0	479	0.322205783320173	2	2	NA	NA	NA	2	0	0.0321744726043893
FAM213A	483	1	0.0020703933747412	479	0.676922844013009	1	NA	1	1	ER	NA	NA	NA
SH2D4B	483	1	0.020703933747412	479	0.69490354136262	1	NA	1	1	ER	NA	NA	NA
GHITM	483	1	0.0248447204968944	479	0.234269927607027	1	NA	1	1	ER	NA	NA	NA
LRIT2	483	6	0.020703933747412	479	0.0486570669243612	6	6	NA	NA	NA	6	0	0.0321744726043893
LRIT1	483	3	0.0041407867494824	479	0.874488278992159	3	3	NA	NA	NA	3	0	0.0321744726043893
RGR	483	2	0.010351966873706	479	0.445317167729389	2	2	NA	NA	NA	2	0	0.0321744726043893
GRID1	483	2	0.0300207039337474	479	0.509565827167366	2	2	NA	NA	NA	2	0	0.0321744726043893
WAPAL	483	2	0.0020703933747412	479	0.623464813615477	2	2	NA	NA	NA	2	0	0.0321744726043893
OPN4	483	1	0.0082815734989648	479	0.103615970691189	1	NA	2	2	ER	NA	NA	NA
LDB3	483	3	0.0420979986197378	479	0.624833305475632	3	3	NA	NA	NA	3	0	0.0321744726043893
MMRN2	483	1	0.0269151138716356	479	0.145048857593742	1	NA	1	1	ER	NA	NA	NA
LIPJ	483	2	0.0952380952380952	479	0.751566734469031	1	1	NA	NA	NA	1	0	0.0321744726043893
LIPF	483	1	0.0993788819875776	479	0.720278479408254	NA	NA	161	144	Firth	NA	NA	NA
LIPK	483	1	0.0683229813664596	479	0.237228943762322	1	NA	1	1	ER	NA	NA	NA
LIPM	483	3	0.0303657694962043	479	0.305857961398874	3	3	NA	NA	NA	3	0	0.0321744726043893
ANKRD22	483	1	0.0041407867494824	479	0.223141949670439	1	NA	1	1	ER	NA	NA	NA
STAMBPL1	483	1	0.101449275362319	479	0.0611410607068611	1	NA	3	3	ER	NA	NA	NA
LIPA	483	1	0.0062111801242236	479	0.209179789922924	1	NA	1	1	ER	NA	NA	NA
IFIT3	483	2	0.0610766045548654	479	0.799781309530741	2	2	NA	NA	NA	2	0	0.0321744726043893
IFIT1B	483	1	0.0124223602484472	479	0.663790303453814	1	NA	1	1	ER	NA	NA	NA
IFIT1	483	1	0.0248447204968944	479	0.225300211083132	1	NA	1	1	ER	NA	NA	NA
SLC16A12	483	2	0.0579710144927536	479	0.862508826358828	2	2	NA	NA	NA	2	0	0.0321744726043893
KIF20B	483	3	0.064872325741891	479	0.309086340184577	3	3	NA	NA	NA	2	1	0.0321744726043893
TNKS2	483	3	0.020703933747412	479	0.836567061801086	3	3	NA	NA	NA	3	0	0.0321744726043893
FGFBP3	483	1	0	479	0.2270250349026	1	NA	1	1	ER	NA	NA	NA
BTAF1	483	1	0.0227743271221532	479	0.748358653499602	1	NA	2	2	ER	NA	NA	NA
CPEB3	483	1	0.0062111801242236	479	0.690249544622668	1	NA	1	1	ER	NA	NA	NA
IDE	483	2	0.0341614906832298	479	0.572012937332537	2	2	NA	NA	NA	2	0	0.0321744726043893
CYP26A1	483	1	0.0041407867494824	479	0.676922844013009	1	NA	1	1	ER	NA	NA	NA
MYOF	483	9	0.0282953761214631	479	0.597775111069916	9	9	NA	NA	NA	8	1	0.0321744726043893
FFAR4	483	1	0.0351966873706004	479	0.333147039046095	NA	NA	29	26	Firth	NA	NA	NA
PDE6C	483	1	0.0020703933747412	479	0.235800721484383	1	NA	1	1	ER	NA	NA	NA
SLC35G1	483	1	0.0144927536231884	479	0.66320264779198	1	NA	1	1	ER	NA	NA	NA
PLCE1	483	1	0.0020703933747412	479	0.427115873761045	1	NA	3	3	ER	NA	NA	NA
NOC3L	483	6	0.0251897860593513	479	0.527002114336897	6	6	NA	NA	NA	6	0	0.0321744726043893
CYP2C18	483	2	0.106625258799172	479	0.0981357811853417	2	2	NA	NA	NA	2	0	0.0321744726043893
CYP2C9	483	4	0.0388198757763975	479	0.838167243868775	4	4	NA	NA	NA	3	1	0.0321744726043893
CYP2C8	483	3	0.0462387853692202	479	0.472208880236113	3	3	NA	NA	NA	2	1	0.0321744726043893
C10orf129	483	1	0.0269151138716356	479	0.700885562023117	1	NA	1	1	ER	NA	NA	NA
SORBS1	483	1	0.0662525879917184	479	0.713738732174332	1	NA	1	1	ER	NA	NA	NA
ALDH18A1	483	1	0.0020703933747412	479	0.229243160385598	1	NA	1	1	ER	NA	NA	NA
TCTN3	483	3	0.0138026224982747	479	0.0917299053209152	3	3	NA	NA	NA	3	0	0.0321744726043893
ENTPD1	483	1	0.0020703933747412	479	0.728305734326347	1	NA	1	1	ER	NA	NA	NA
CC2D2B	483	2	0.0848861283643892	479	0.798474654937642	2	2	NA	NA	NA	2	0	0.0321744726043893
DNTT	483	2	0.067287784679089	479	0.782863163276541	2	2	NA	NA	NA	2	0	0.0321744726043893
TLL2	483	5	0.0443064182194617	479	0.0504127943023824	5	5	NA	NA	NA	5	0	0.0321744726043893
PIK3AP1	483	1	0.0165631469979296	479	0.642523888668497	1	NA	1	1	ER	NA	NA	NA
C10orf12	483	2	0.056935817805383	479	0.370665537273551	2	2	NA	NA	NA	2	0	0.0321744726043893
SLIT1	483	1	0.0020703933747412	479	0.794395120191299	1	NA	3	3	ER	NA	NA	NA
RRP12	483	1	0	479	0.416012876078538	1	NA	3	3	ER	NA	NA	NA
EXOSC1	483	1	0.0082815734989648	479	0.7337468253857	1	NA	1	1	ER	NA	NA	NA
ZDHHC16	483	1	0.0041407867494824	479	0.691464639741746	1	NA	1	1	ER	NA	NA	NA
MMS19	483	2	0.0175983436853002	479	0.504751465947074	2	2	NA	NA	NA	2	0	0.0321744726043893
UBTD1	483	2	0.0289855072463768	479	0.864156865913065	2	2	NA	NA	NA	2	0	0.0321744726043893
ANKRD2	483	1	0.0041407867494824	479	0.234993323517863	1	NA	1	1	ER	NA	NA	NA
PI4K2A	483	1	0.0144927536231884	479	0.677965932597511	1	NA	1	1	ER	NA	NA	NA
ZFYVE27	483	2	0.0020703933747412	479	0.160430560204225	2	2	NA	NA	NA	2	0	0.0321744726043893
CRTAC1	483	1	0.0082815734989648	479	0.0674003289116265	1	NA	6	6	ER	NA	NA	NA
R3HCC1L	483	3	0.0476190476190476	479	0.163798933024443	3	3	NA	NA	NA	3	0	0.0321744726043893
LOXL4	483	1	0.0227743271221532	479	0.228254765421225	1	NA	1	1	ER	NA	NA	NA
PYROXD2	483	1	0.0020703933747412	479	0.759350936152191	1	NA	2	2	ER	NA	NA	NA
HPSE2	483	4	0.0046583850931677	479	0.824511249152618	4	4	NA	NA	NA	4	0	0.0321744726043893
ENTPD7	483	1	0.107660455486542	479	0.674015615952225	1	NA	1	1	ER	NA	NA	NA
COX15	483	3	0.00138026224982747	479	0.466580652075052	3	3	NA	NA	NA	3	0	0.0321744726043893
ABCC2	483	11	0.00752870318087709	479	0.28507476796115	11	11	NA	NA	NA	11	0	0.0321744726043893
DNMBP	483	4	0.0170807453416149	479	0.763613125894653	4	4	NA	NA	NA	4	0	0.0321744726043893
CPN1	483	3	0.00759144237405107	479	0.323773395674188	3	3	NA	NA	NA	2	1	0.0321744726043893
CWF19L1	483	1	0.0186335403726708	479	0.72537225987431	1	NA	1	1	ER	NA	NA	NA
BLOC1S2	483	1	0.0041407867494824	479	0.703018344426035	1	NA	1	1	ER	NA	NA	NA
PKD2L1	483	2	0.0062111801242236	479	0.854030470258643	2	2	NA	NA	NA	2	0	0.0321744726043893
WNT8B	483	1	0.0062111801242236	479	0.128124741318772	1	NA	1	1	ER	NA	NA	NA
SEC31B	483	2	0.0683229813664596	479	0.00609625858767357	2	2	NA	NA	NA	2	0	0.0321744726043893
FAM178A	483	2	0.0331262939958592	479	0.0784197203791509	2	2	NA	NA	NA	2	0	0.0321744726043893
SEMA4G	483	4	0.0279503105590062	479	0.739637308436108	4	4	NA	NA	NA	4	0	0.0321744726043893
C10orf2	483	1	0	479	0.228925865664807	1	NA	1	1	ER	NA	NA	NA
PDZD7	483	1	0	479	0.212569598195472	1	NA	1	1	ER	NA	NA	NA
SFXN3	483	3	0.0041407867494824	479	0.835955657766607	3	3	NA	NA	NA	3	0	0.0321744726043893
KAZALD1	483	2	0.0424430641821946	479	0.0825741132263142	2	2	NA	NA	NA	1	1	0.0321744726043893
TLX1NB	483	1	0.020703933747412	479	0.00477687508287811	1	NA	6	6	ER	NA	NA	NA
POLL	483	1	0.031055900621118	479	0.198003225405028	1	NA	1	1	ER	NA	NA	NA
FBXW4	483	1	0.0331262939958592	479	0.722969970824972	1	NA	1	1	ER	NA	NA	NA
C10orf76	483	1	0.0683229813664596	479	0.228254765421225	1	NA	1	1	ER	NA	NA	NA
HPS6	483	2	0.0031055900621118	479	0.48007731589579	2	2	NA	NA	NA	2	0	0.0321744726043893
ELOVL3	483	1	0.0020703933747412	479	0.424149023210305	1	NA	3	3	ER	NA	NA	NA
GBF1	483	1	0.0041407867494824	479	0.229592736239587	1	NA	1	1	ER	NA	NA	NA
TMEM180	483	1	0.05175983436853	479	0.732661297194963	1	NA	1	1	ER	NA	NA	NA
SFXN2	483	2	0.015527950310559	479	0.815571198893154	2	2	NA	NA	NA	2	0	0.0321744726043893
RPEL1	483	1	0	479	0.316190593273383	1	NA	6	6	ER	NA	NA	NA
TAF5	483	1	0.0062111801242236	479	0.249842072210111	1	NA	1	1	ER	NA	NA	NA
USMG5	483	1	0.020703933747412	479	0.342558805999862	1	NA	2	2	ER	NA	NA	NA
PDCD11	483	7	0.00532386867790594	479	0.865801115201459	7	7	NA	NA	NA	7	0	0.0321744726043893
CALHM2	483	1	0.0082815734989648	479	0.147330554350458	1	NA	15	15	ER	NA	NA	NA
CALHM1	483	1	0.15527950310559	479	0.696289910784645	1	NA	1	1	ER	NA	NA	NA
CALHM3	483	1	0.10351966873706	479	0.751688199784221	1	NA	2	2	ER	NA	NA	NA
SH3PXD2A	483	2	0.0093167701863354	479	0.580154207164365	2	2	NA	NA	NA	2	0	0.0321744726043893
SLK	483	3	0.0220841959972395	479	0.893241584420293	3	3	NA	NA	NA	3	0	0.0321744726043893
COL17A1	483	1	0.0062111801242236	479	0.722213947211897	1	NA	1	1	ER	NA	NA	NA
WDR96	483	3	0.0324361628709455	479	0.481958682481222	3	3	NA	NA	NA	3	0	0.0321744726043893
CCDC147	483	3	0.0503795721187026	479	0.535433203886037	3	3	NA	NA	NA	3	0	0.0321744726043893
SORCS1	483	1	0.0683229813664596	479	0.143761730938396	1	NA	1	1	ER	NA	NA	NA
ADD3	483	1	0.111801242236025	479	0.231939307687365	1	NA	1	1	ER	NA	NA	NA
MXI1	483	1	0.020703933747412	479	0.203044462504136	1	NA	1	1	ER	NA	NA	NA
DUSP5	483	1	0.0062111801242236	479	0.212252255462086	1	NA	1	1	ER	NA	NA	NA
RBM20	483	1	0.0476190476190476	479	0.243481809133093	1	NA	1	1	ER	NA	NA	NA
PDCD4	483	3	0.0607315389924086	479	0.690432417129958	3	3	NA	NA	NA	3	0	0.0321744726043893
BBIP1	483	1	0.0062111801242236	479	0.692646653641111	1	NA	1	1	ER	NA	NA	NA
TECTB	483	1	0.0165631469979296	479	0.159659533826624	1	NA	1	1	ER	NA	NA	NA
ACSL5	483	1	0.0124223602484472	479	0.228254765421225	1	NA	1	1	ER	NA	NA	NA
ZDHHC6	483	1	0.0124223602484472	479	0.227133848043307	1	NA	1	1	ER	NA	NA	NA
HABP2	483	4	0.0269151138716356	479	0.853548053282396	4	4	NA	NA	NA	4	0	0.0321744726043893
NRAP	483	5	0.0484472049689441	479	0.779006210057738	5	5	NA	NA	NA	4	1	0.0321744726043893
PLEKHS1	483	1	0.0434782608695652	479	0.843772578049567	1	NA	6	6	ER	NA	NA	NA
DCLRE1A	483	3	0.0158730158730159	479	0.503619669419212	3	3	NA	NA	NA	3	0	0.0321744726043893
NHLRC2	483	2	0.0579710144927536	479	0.0603165096107701	2	2	NA	NA	NA	2	0	0.0321744726043893
VWA2	483	2	0.0134575569358178	479	0.49605693174408	2	2	NA	NA	NA	2	0	0.0321744726043893
AFAP1L2	483	2	0.0031055900621118	479	0.125599794334849	2	2	NA	NA	NA	2	0	0.0321744726043893
ABLIM1	483	3	0.0489993098688751	479	0.407021835179813	3	3	NA	NA	NA	3	0	0.0321744726043893
CCDC172	483	1	0.072463768115942	479	0.677965932597511	1	NA	1	1	ER	NA	NA	NA
PNLIPRP3	483	2	0.0341614906832298	479	0.124681120461477	2	2	NA	NA	NA	1	1	0.0321744726043893
PNLIP	483	2	0.0134575569358178	479	0.224885424626119	2	2	NA	NA	NA	2	0	0.0321744726043893
PNLIPRP1	483	3	0.0296756383712905	479	0.767429951055086	3	3	NA	NA	NA	3	0	0.0321744726043893
PNLIPRP2	483	3	0.0151828847481021	479	0.338648940099692	2	2	NA	NA	NA	2	0	0.0321744726043893
C10orf82	483	1	0.0496894409937888	479	0.676922844013009	1	NA	1	1	ER	NA	NA	NA
ENO4	483	2	0.104554865424431	479	0.552398227246904	2	2	NA	NA	NA	2	0	0.0321744726043893
KIAA1598	483	1	0.0496894409937888	479	0.242945285345673	1	NA	1	1	ER	NA	NA	NA
KCNK18	483	3	0.0041407867494824	479	0.734612265589226	3	3	NA	NA	NA	3	0	0.0321744726043893
RAB11FIP2	483	1	0.0144927536231884	479	0.234993323517863	1	NA	1	1	ER	NA	NA	NA
EIF3A	483	1	0.0144927536231884	479	0.2270250349026	1	NA	1	1	ER	NA	NA	NA
PRDX3	483	2	0.0041407867494824	479	0.777213112939758	2	2	NA	NA	NA	2	0	0.0321744726043893
GRK5	483	1	0.0124223602484472	479	0.696246610457988	1	NA	1	1	ER	NA	NA	NA
BAG3	483	2	0.0093167701863354	479	0.834863738444384	2	2	NA	NA	NA	2	0	0.0321744726043893
INPP5F	483	2	0.0300207039337474	479	0.488794124902383	2	2	NA	NA	NA	2	0	0.0321744726043893
SEC23IP	483	4	0.0471014492753623	479	0.775426010277879	4	4	NA	NA	NA	4	0	0.0321744726043893
ATE1	483	1	0.0703933747412008	479	0.119353509739126	1	NA	2	2	ER	NA	NA	NA
BTBD16	483	1	0.0910973084886128	479	0.574648037947426	NA	NA	23	22	Firth	NA	NA	NA
PLEKHA1	483	3	0.0703933747412008	479	0.441626500385718	3	3	NA	NA	NA	3	0	0.0321744726043893
ARMS2	483	2	0.0144927536231884	479	0.890362783840199	2	2	NA	NA	NA	0	2	0.0321744726043893
HTRA1	483	1	0	479	0.712605003082645	1	NA	1	1	ER	NA	NA	NA
DMBT1	483	1	0.0062111801242236	479	0.752188329239914	1	NA	2	2	ER	NA	NA	NA
