set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	p_val	n_vars_total	n_vars_tested	ma_count	n_cases_with_ma	method_for_p_assessment	rare_vars_tested	common_vars_tested	cutoff
EFR3A	483	2	0.157349896480331	479	1	2	0	0	0	NA	NA	NA	NA
KCNQ3	483	1	0.0020703933747412	479	0.797136329692291	1	NA	3	3	ER	NA	NA	NA
LRRC6	483	1	0.0082815734989648	479	0.758435868618279	1	NA	2	2	ER	NA	NA	NA
TMEM71	483	1	0.0020703933747412	479	0.552734289558069	NA	NA	22	22	Firth	NA	NA	NA
PHF20L1	483	2	0.160455486542443	479	0.827324174254709	2	1	5	5	ER	NA	NA	NA
TG	483	11	0.0417843026538679	479	0.699762412831785	11	10	793	424	MA	NA	NA	NA
SLA	483	1	0.010351966873706	479	0.7181215484804	1	NA	1	1	ER	NA	NA	NA
WISP1	483	1	0.0869565217391304	479	0.71196000795303	1	NA	1	1	ER	NA	NA	NA
ZFAT	483	1	0.0144927536231884	479	0.216993762848416	1	NA	8	8	ER	NA	NA	NA
FAM135B	483	1	0.0289855072463768	479	0.705861983811499	1	NA	1	1	ER	NA	NA	NA
TRAPPC9	483	7	0.0245489500147885	479	0.930753238809918	7	7	10	10	ER	NA	NA	NA
RP11-10J21.3	483	1	0.0559006211180124	479	0.521718031187506	1	NA	5	5	ER	NA	NA	NA
PTP4A3	483	1	0	479	0.738734816985343	1	NA	1	1	ER	NA	NA	NA
LY6K	483	1	0.0186335403726708	479	0.13777125569708	1	NA	1	1	ER	NA	NA	NA
GML	483	2	0.0144927536231884	479	0.406772081243763	2	2	54	53	MA	NA	NA	NA
TOP1MT	483	2	0.0093167701863354	479	0.523202401991921	2	2	2	2	ER	NA	NA	NA
RHPN1	483	1	0.17184265010352	479	0.730162613297016	1	NA	1	1	ER	NA	NA	NA
ZC3H3	483	2	0.0320910973084886	479	0.487645696515055	2	2	2	2	ER	NA	NA	NA
TSTA3	483	1	0.0434782608695652	479	0.697622824974221	1	NA	1	1	ER	NA	NA	NA
ZNF623	483	1	0.0124223602484472	479	0.124216096711768	1	NA	9	9	ER	NA	NA	NA
CCDC166	483	1	0.0144927536231884	479	0.196608744793669	1	NA	1	1	ER	NA	NA	NA
MAPK15	483	2	0.0962732919254658	479	0.113816478517192	2	1	2	2	ER	NA	NA	NA
FAM83H	483	1	0.0041407867494824	479	0.074445869011489	1	NA	2	2	ER	NA	NA	NA
NRBP2	483	1	0.178053830227743	479	0.771054735536101	1	NA	2	2	ER	NA	NA	NA
SPATC1	483	1	0.142857142857143	479	0.72656158048815	1	NA	1	1	ER	NA	NA	NA
OPLAH	483	1	0.118012422360248	479	0.221374762876628	1	NA	1	1	ER	NA	NA	NA
CYC1	483	1	0.0082815734989648	479	0.726773632341922	1	NA	1	1	ER	NA	NA	NA
SHARPIN	483	1	0.041407867494824	479	0.737160916682914	1	NA	2	2	ER	NA	NA	NA
KIAA1875	483	1	0.0351966873706004	479	0.349387918990094	1	NA	14	14	ER	NA	NA	NA
DGAT1	483	1	0.0165631469979296	479	0.232001399369312	1	NA	1	1	ER	NA	NA	NA
FBXL6	483	1	0.0683229813664596	479	0.0845672253919487	1	NA	4	4	ER	NA	NA	NA
SLC39A4	483	2	0.098343685300207	479	0.667935548732984	2	2	3	3	ER	NA	NA	NA
FOXH1	483	1	0.113871635610766	479	0.641563165338066	1	NA	1	1	ER	NA	NA	NA
GPT	483	1	0.0848861283643892	479	0.718166768624179	1	NA	1	1	ER	NA	NA	NA
LRRC14	483	1	0.010351966873706	479	0.23690474695019	1	NA	1	1	ER	NA	NA	NA
ZNF34	483	1	0	479	0.719099195636506	1	NA	1	1	ER	NA	NA	NA
ZNF7	483	2	0.0031055900621118	479	0.876620285292317	2	2	2	2	ER	NA	NA	NA
ZNF250	483	1	0.0020703933747412	479	0.735334917412685	1	NA	1	1	ER	NA	NA	NA
ZNF16	483	2	0.010351966873706	479	0.236884108002383	2	2	2	2	ER	NA	NA	NA
DOCK8	483	4	0.0315734989648033	479	0.839280218440856	4	4	154	140	MA	NA	NA	NA
KANK1	483	4	0.0046583850931677	479	0.80761843253501	4	4	12	12	ER	NA	NA	NA
VLDLR	483	3	0.041407867494824	479	0.44589602665563	3	3	7	7	ER	NA	NA	NA
KCNV2	483	3	0.0524499654934438	479	0.105109512300617	3	3	3	3	ER	NA	NA	NA
KIAA0020	483	1	0.0165631469979296	479	0.11722825739068	1	NA	2	2	ER	NA	NA	NA
GLIS3	483	6	0.0193236714975845	479	0.390720463079643	6	6	20	19	ER	NA	NA	NA
SLC1A1	483	3	0.00345065562456867	479	0.313218162416163	3	3	3	3	ER	NA	NA	NA
SPATA6L	483	1	0.0476190476190476	479	0.746617377228335	1	NA	20	19	ER	NA	NA	NA
PPAPDC2	483	1	0.0062111801242236	479	0.699021284572657	1	NA	1	1	ER	NA	NA	NA
RCL1	483	1	0.0082815734989648	479	0.713036292128939	1	NA	1	1	ER	NA	NA	NA
JAK2	483	1	0.0848861283643892	479	0.721885669493134	1	NA	1	1	ER	NA	NA	NA
RLN1	483	2	0.0527950310559006	479	0.823509909557454	2	2	2	2	ER	NA	NA	NA
PLGRKT	483	2	0.0817805383022774	479	0.237654851625817	2	2	10	10	ER	NA	NA	NA
PDCD1LG2	483	1	0.0351966873706004	479	0.4776487933104	1	NA	4	4	ER	NA	NA	NA
KIAA1432	483	1	0.115942028985507	479	0.145048857593742	1	NA	1	1	ER	NA	NA	NA
ERMP1	483	1	0	479	0.696847956291264	1	NA	1	1	ER	NA	NA	NA
KIAA2026	483	6	0.0327812284334023	479	0.232705448089632	6	6	6	6	ER	NA	NA	NA
IL33	483	2	0.077639751552795	479	0.30354250151394	2	2	7	7	ER	NA	NA	NA
TPD52L3	483	2	0.0455486542443064	479	0.0610387618543858	2	2	23	23	ER.A	NA	NA	NA
UHRF2	483	1	0.0600414078674948	479	0.732661297194963	1	NA	1	1	ER	NA	NA	NA
GLDC	483	2	0.0113871635610766	479	0.352469298898317	2	2	2	2	ER	NA	NA	NA
KDM4C	483	1	0.101449275362319	479	0.219429904413058	1	NA	1	1	ER	NA	NA	NA
PTPRD	483	3	0.0241545893719807	479	0.0730522784296964	3	3	3	3	ER	NA	NA	NA
TYRP1	483	3	0.0407177363699103	479	0.479142254898734	3	3	5	5	ER	NA	NA	NA
LURAP1L	483	1	0.0020703933747412	479	0.229855781548204	1	NA	1	1	ER	NA	NA	NA
MPDZ	483	7	0.107364685004437	479	0.198962692956334	7	5	10	10	ER	NA	NA	NA
CER1	483	1	0.10351966873706	479	0.222492830059376	1	NA	1	1	ER	NA	NA	NA
FREM1	483	2	0.031055900621118	479	0.781541577716934	2	2	8	8	ER	NA	NA	NA
TTC39B	483	1	0.0289855072463768	479	0.705661180243411	1	NA	1	1	ER	NA	NA	NA
PSIP1	483	1	0.0434782608695652	479	0.23595972626661	1	NA	1	1	ER	NA	NA	NA
CCDC171	483	4	0.0967908902691511	479	0.238934721636757	4	1	1	1	ER	NA	NA	NA
BNC2	483	1	0.010351966873706	479	1	0	0	NA	NA	NA	NA	NA	NA
CNTLN	483	7	0.0635906536527654	479	0.517514562567482	7	7	13	13	ER	NA	NA	NA
ADAMTSL1	483	8	0.0512422360248447	479	0.40166458491477	8	7	10	10	ER	NA	NA	NA
FAM154A	483	3	0.0110420979986197	479	0.644097195186271	3	3	39	39	ER.A	NA	NA	NA
PLIN2	483	1	0.0082815734989648	479	0.714856423890441	1	NA	1	1	ER	NA	NA	NA
SLC24A2	483	1	0.0041407867494824	479	0.601748925830523	1	NA	8	8	ER	NA	NA	NA
MLLT3	483	1	0.0124223602484472	479	0.727274924451032	1	NA	1	1	ER	NA	NA	NA
FOCAD	483	2	0.0476190476190476	479	0.0976723771474547	2	2	2	2	ER	NA	NA	NA
PTPLAD2	483	1	0.0890269151138716	479	0.744781370842522	1	NA	2	2	ER	NA	NA	NA
IFNB1	483	1	0.107660455486542	479	0.226463192061272	1	NA	1	1	ER	NA	NA	NA
IFNW1	483	2	0.015527950310559	479	0.61688927503235	2	2	3	3	ER	NA	NA	NA
IFNA10	483	2	0.015527950310559	479	0.938691047595823	2	2	15	15	ER	NA	NA	NA
IFNA17	483	1	0.0041407867494824	479	0.381422690115364	NA	NA	36	36	Firth	NA	NA	NA
IFNA5	483	2	0.0186335403726708	479	0.396850092631547	2	2	9	8	ER	NA	NA	NA
IFNE	483	1	0.0062111801242236	479	0.102142165615696	1	NA	2	2	ER	NA	NA	NA
IZUMO3	483	2	0.0714285714285714	479	0.537280210073367	2	2	2	2	ER	NA	NA	NA
IFT74	483	2	0.0093167701863354	479	0.644231156907568	2	2	8	8	ER	NA	NA	NA
TEK	483	1	0.0165631469979296	479	0.227248474481003	1	NA	1	1	ER	NA	NA	NA
IFNK	483	1	0.105590062111801	479	0.192167677398193	1	NA	19	19	ER	NA	NA	NA
ACO1	483	5	0.0521739130434783	479	0.576436734224288	5	5	5	5	ER	NA	NA	NA
DDX58	483	1	0.0020703933747412	479	0.744625034746668	1	NA	2	2	ER	NA	NA	NA
TOPORS	483	2	0.0041407867494824	479	0.882012502082943	2	2	4	4	ER	NA	NA	NA
TAF1L	483	3	0.00552104899930987	479	0.50395401515238	3	3	22	22	ER.A	NA	NA	NA
TMEM215	483	2	0.0331262939958592	479	0.352846286451127	2	2	6	6	ER	NA	NA	NA
B4GALT1	483	2	0.0010351966873706	479	0.852854304890829	2	2	2	2	ER	NA	NA	NA
NFX1	483	1	0.0062111801242236	479	0.715066245803956	1	NA	1	1	ER	NA	NA	NA
AQP7	483	2	0.0165631469979296	479	0.612241009116212	2	2	58	55	MA	NA	NA	NA
AQP3	483	1	0.0579710144927536	479	0.735334917412685	1	NA	1	1	ER	NA	NA	NA
NOL6	483	3	0.00690131124913734	479	0.778530547096521	3	3	6	6	ER	NA	NA	NA
ANKRD18B	483	2	0.108695652173913	479	0.621538131750136	2	2	2	2	ER	NA	NA	NA
TRBV20OR9-2	483	1	0.0020703933747412	479	0.0634324282171827	1	NA	9	9	ER	NA	NA	NA
TRBV21OR9-2	483	1	0.0062111801242236	479	0.147484746236598	1	NA	1	1	ER	NA	NA	NA
UBAP2	483	2	0.0227743271221532	479	0.848593243636721	2	2	2	2	ER	NA	NA	NA
DCAF12	483	1	0.0248447204968944	479	0.0234330148903942	NA	NA	124	118	Firth	NA	NA	NA
KIF24	483	1	0.0062111801242236	479	0.360055850263382	1	NA	2	2	ER	NA	NA	NA
NUDT2	483	1	0.0144927536231884	479	0.2270250349026	1	NA	1	1	ER	NA	NA	NA
DNAI1	483	4	0	479	0.466460108376985	4	4	6	6	ER	NA	NA	NA
RPP25L	483	1	0.115942028985507	479	0.6942356788845	1	NA	1	1	ER	NA	NA	NA
SIGMAR1	483	1	0.0020703933747412	479	0.824348486808741	1	NA	5	5	ER	NA	NA	NA
GALT	483	4	0.0020703933747412	479	0.0391369637411021	4	4	24	24	ER.A	NA	NA	NA
FAM205A	483	3	0.0165631469979296	479	0.475281848724526	3	3	18	18	ER	NA	NA	NA
FAM205B	483	1	0.0703933747412008	479	0.200679222911965	1	NA	1	1	ER	NA	NA	NA
KIAA1045	483	2	0.0548654244306418	479	0.194545691026362	2	1	1	1	ER	NA	NA	NA
C9orf131	483	2	0.0020703933747412	479	0.82550867582102	2	2	2	2	ER	NA	NA	NA
PIGO	483	3	0.0110420979986197	479	0.490632600685574	3	3	3	3	ER	NA	NA	NA
STOML2	483	2	0.005175983436853	479	0.856572383282846	2	2	2	2	ER	NA	NA	NA
UNC13B	483	5	0.0252587991718426	479	0.801049555984167	5	5	5	5	ER	NA	NA	NA
RUSC2	483	1	0.0020703933747412	479	0.350735445049546	1	NA	2	2	ER	NA	NA	NA
FAM166B	483	2	0.05175983436853	479	0.318697658710368	2	2	36	36	ER.A	NA	NA	NA
CCDC107	483	1	0.0041407867494824	479	0.668322576128341	1	NA	1	1	ER	NA	NA	NA
TPM2	483	1	0.0745341614906832	479	0.659771774857223	1	NA	1	1	ER	NA	NA	NA
TLN1	483	3	0.0634920634920635	479	0.794277133619233	3	2	2	2	ER	NA	NA	NA
CREB3	483	3	0.0614216701173223	479	0.86782766552129	3	2	2	2	ER	NA	NA	NA
GBA2	483	1	0	479	0.233768330542692	1	NA	15	15	ER	NA	NA	NA
NPR2	483	3	0.000690131124913734	479	0.585435361574839	3	3	3	3	ER	NA	NA	NA
SPAG8	483	2	0.0072463768115942	479	0.383112951022699	2	2	9	9	ER	NA	NA	NA
HINT2	483	2	0.0041407867494824	479	0.117281550430187	2	2	2	2	ER	NA	NA	NA
OR13J1	483	1	0.0496894409937888	479	0.226849032664372	1	NA	1	1	ER	NA	NA	NA
CCIN	483	3	0.00345065562456867	479	0.475277271412317	3	3	3	3	ER	NA	NA	NA
GNE	483	1	0	479	0.732570898440636	1	NA	1	1	ER	NA	NA	NA
MELK	483	4	0.0439958592132505	479	0.260139736652492	4	4	11	11	ER	NA	NA	NA
GRHPR	483	3	0.000690131124913734	479	0.105062730907495	3	3	3	3	ER	NA	NA	NA
ZBTB5	483	1	0.0041407867494824	479	0.20968415256967	1	NA	1	1	ER	NA	NA	NA
FBXO10	483	1	0.0165631469979296	479	0.73564846213368	1	NA	1	1	ER	NA	NA	NA
FRMPD1	483	6	0.0572808833678399	479	0.498655851506759	6	6	11	11	ER	NA	NA	NA
TRMT10B	483	3	0.0186335403726708	479	0.281240026014232	3	3	7	7	ER	NA	NA	NA
EXOSC3	483	1	0.0062111801242236	479	0.206687861005664	1	NA	1	1	ER	NA	NA	NA
ALDH1B1	483	7	0.00739426205264715	479	0.812735958698117	7	7	17	16	ER	NA	NA	NA
SPATA31A1	483	1	0.0062111801242236	479	0.678531603471198	1	NA	1	1	ER	NA	NA	NA
CNTNAP3B	483	1	0.093167701863354	479	0.715368466588695	1	NA	1	1	ER	NA	NA	NA
RP11-160N1.10	483	1	0.0082815734989648	479	0.389321734549809	NA	NA	55	53	Firth	NA	NA	NA
RP11-195B21.3	483	1	0.169772256728778	479	0.222213748124594	1	NA	1	1	ER	NA	NA	NA
TMEM252	483	1	0.062111801242236	479	0.724924523053342	1	NA	1	1	ER	NA	NA	NA
FAM122A	483	1	0.0062111801242236	479	0.650065242894701	1	NA	1	1	ER	NA	NA	NA
PRKACG	483	2	0.0124223602484472	479	0.86301833235061	2	2	2	2	ER	NA	NA	NA
TJP2	483	2	0	479	0.566832595315784	2	2	2	2	ER	NA	NA	NA
FAM189A2	483	1	0.062111801242236	479	0.330229948398682	1	NA	2	2	ER	NA	NA	NA
PTAR1	483	1	0.0745341614906832	479	0.519859298684824	1	NA	5	5	ER	NA	NA	NA
MAMDC2	483	3	0.0628019323671498	479	0.25900525383058	3	3	5	5	ER	NA	NA	NA
TRPM3	483	1	0.0393374741200828	479	0.737966507357124	1	NA	1	1	ER	NA	NA	NA
C9orf85	483	1	0.0807453416149068	479	0.40667264174443	1	NA	3	3	ER	NA	NA	NA
C9orf57	483	1	0.0082815734989648	479	0.221913974258411	1	NA	1	1	ER	NA	NA	NA
GDA	483	2	0.015527950310559	479	0.609610701097784	2	2	22	22	ER.A	NA	NA	NA
TMC1	483	4	0.0124223602484472	479	0.0828108018785819	4	4	5	5	ER	NA	NA	NA
ANXA1	483	2	0.13871635610766	479	0.146832925230881	2	1	1	1	ER	NA	NA	NA
TRPM6	483	5	0.0182194616977226	479	0.503906355240031	5	5	9	8	ER	NA	NA	NA
NMRK1	483	3	0.0641821946169772	479	0.6206136330159	3	3	7	7	ER	NA	NA	NA
PCSK5	483	1	0.0020703933747412	479	0.716278322104615	1	NA	1	1	ER	NA	NA	NA
GCNT1	483	2	0.0082815734989648	479	0.230867814560165	2	2	18	17	ER	NA	NA	NA
PRUNE2	483	10	0.0536231884057971	479	0.718381224859941	10	10	27	26	ER.A	NA	NA	NA
VPS13A	483	7	0.0396332446021887	479	0.467642622125017	7	7	7	7	ER	NA	NA	NA
CEP78	483	5	0.0115942028985507	479	0.496567767392972	5	5	6	6	ER	NA	NA	NA
PSAT1	483	1	0	479	0.719201504263692	1	NA	1	1	ER	NA	NA	NA
TLE1	483	2	0.102484472049689	479	0.233689740031292	2	1	1	1	ER	NA	NA	NA
SPATA31D1	483	2	0.0113871635610766	479	0.0906240763533107	2	2	12	12	ER	NA	NA	NA
RASEF	483	3	0.0386473429951691	479	0.76012783289397	3	3	10	10	ER	NA	NA	NA
IDNK	483	2	0.0196687370600414	479	0.783861558279666	2	2	2	2	ER	NA	NA	NA
UBQLN1	483	1	0.0393374741200828	479	0.807143266888398	1	NA	3	3	ER	NA	NA	NA
KIF27	483	1	0.0248447204968944	479	0.211727176731212	1	NA	4	4	ER	NA	NA	NA
C9orf64	483	1	0.0020703933747412	479	0.72157523003982	1	NA	1	1	ER	NA	NA	NA
SLC28A3	483	1	0.0124223602484472	479	0.694634455718582	NA	NA	55	55	Firth	NA	NA	NA
NAA35	483	2	0.0134575569358178	479	0.0690446017675494	2	2	4	4	ER	NA	NA	NA
ZCCHC6	483	1	0.0538302277432712	479	0.809713083128322	1	NA	3	3	ER	NA	NA	NA
C9orf170	483	1	0.0248447204968944	479	0.201294848555569	1	NA	1	1	ER	NA	NA	NA
DAPK1	483	2	0.0124223602484472	479	0.629581009607401	2	2	3	3	ER	NA	NA	NA
SPATA31E1	483	2	0.0093167701863354	479	0.208474423539483	2	2	4	4	ER	NA	NA	NA
CDK20	483	1	0.132505175983437	479	0.731871166680194	1	NA	1	1	ER	NA	NA	NA
NXNL2	483	1	0.182194616977226	479	0.652458377767271	1	NA	1	1	ER	NA	NA	NA
S1PR3	483	1	0.0041407867494824	479	0.0792557164355287	1	NA	2	2	ER	NA	NA	NA
SHC3	483	1	0.0124223602484472	479	0.728671464100911	1	NA	1	1	ER	NA	NA	NA
SECISBP2	483	5	0.00952380952380952	479	0.0483234164408127	5	5	9	9	ER	NA	NA	NA
SEMA4D	483	1	0.0020703933747412	479	0.687006788689494	1	NA	1	1	ER	NA	NA	NA
SYK	483	1	0.0082815734989648	479	0.220261039548607	1	NA	1	1	ER	NA	NA	NA
SPTLC1	483	1	0.0165631469979296	479	0.228709410262331	1	NA	1	1	ER	NA	NA	NA
IARS	483	3	0.054520358868185	479	0.270183129025598	3	3	3	3	ER	NA	NA	NA
NOL8	483	3	0.0614216701173223	479	0.735003208568491	3	3	23	22	ER.A	NA	NA	NA
OMD	483	1	0.0351966873706004	479	0.537920668714074	1	NA	6	6	ER	NA	NA	NA
ECM2	483	3	0.0531400966183575	479	0.027486648320846	3	3	4	4	ER	NA	NA	NA
IPPK	483	2	0.0062111801242236	479	0.309344561640548	2	2	3	3	ER	NA	NA	NA
FGD3	483	2	0.0041407867494824	479	0.833866728905025	2	2	2	2	ER	NA	NA	NA
SUSD3	483	2	0.0372670807453416	479	0.853912182748791	2	2	2	2	ER	NA	NA	NA
C9orf89	483	1	0.010351966873706	479	0.242059679926095	1	NA	1	1	ER	NA	NA	NA
BARX1	483	1	0.184265010351967	479	0.228691157749574	1	NA	1	1	ER	NA	NA	NA
PTPDC1	483	1	0.0144927536231884	479	0.192445172632365	1	NA	1	1	ER	NA	NA	NA
ZNF169	483	2	0.0186335403726708	479	0.547243136107517	2	2	9	9	ER	NA	NA	NA
FBP2	483	2	0.005175983436853	479	0.292126879647716	2	2	5	5	ER	NA	NA	NA
FBP1	483	1	0	479	0.651529410938355	1	NA	1	1	ER	NA	NA	NA
C9orf3	483	1	0.0041407867494824	479	0.20968415256967	1	NA	1	1	ER	NA	NA	NA
FANCC	483	4	0.0129399585921325	479	0.969356320323629	4	4	12	12	ER	NA	NA	NA
ERCC6L2	483	2	0.0041407867494824	479	0.548219197581898	2	2	5	5	ER	NA	NA	NA
HSD17B3	483	1	0.0041407867494824	479	0.198654889862347	1	NA	1	1	ER	NA	NA	NA
SLC35D2	483	2	0.0093167701863354	479	0.353957361002549	2	2	2	2	ER	NA	NA	NA
HABP4	483	1	0.0062111801242236	479	0.232001399369312	1	NA	1	1	ER	NA	NA	NA
ZNF510	483	1	0.0124223602484472	479	0.191739341179422	1	NA	1	1	ER	NA	NA	NA
NUTM2G	483	1	0.10351966873706	479	0.191107391781087	1	NA	1	1	ER	NA	NA	NA
CTSV	483	1	0.0062111801242236	479	0.710103821158514	1	NA	1	1	ER	NA	NA	NA
CCDC180	483	1	0.0020703933747412	479	0.221469093988765	1	NA	1	1	ER	NA	NA	NA
TSTD2	483	1	0.0062111801242236	479	0.221913974258411	1	NA	1	1	ER	NA	NA	NA
NCBP1	483	1	0.0082815734989648	479	0.688716121267751	1	NA	1	1	ER	NA	NA	NA
C9orf156	483	1	0.0020703933747412	479	0.352692913333575	1	NA	2	2	ER	NA	NA	NA
HEMGN	483	1	0.0041407867494824	479	0.691573882118589	1	NA	1	1	ER	NA	NA	NA
CORO2A	483	2	0.0082815734989648	479	0.849274581815031	2	2	3	3	ER	NA	NA	NA
TBC1D2	483	1	0.0020703933747412	479	0.27566403432685	1	NA	5	5	ER	NA	NA	NA
GALNT12	483	5	0.00372670807453416	479	0.0125250653097682	5	5	11	11	ER	NA	NA	NA
COL15A1	483	6	0.0231193926846101	479	0.795502070030002	6	6	35	33	ER.A	NA	NA	NA
STX17	483	1	0.0227743271221532	479	0.229192024015895	1	NA	1	1	ER	NA	NA	NA
INVS	483	2	0.0072463768115942	479	0.667817466525642	2	2	6	6	ER	NA	NA	NA
TMEFF1	483	2	0.110766045548654	479	0.55384173445813	2	2	2	2	ER	NA	NA	NA
BAAT	483	1	0.0641821946169772	479	0.245935669060715	1	NA	1	1	ER	NA	NA	NA
MRPL50	483	1	0.107660455486542	479	0.922679593232649	NA	NA	46	44	Firth	NA	NA	NA
ALDOB	483	2	0.0134575569358178	479	0.792979119036612	2	2	8	8	ER	NA	NA	NA
GRIN3A	483	6	0.0452035886818496	479	0.451787761299981	6	6	232	208	MA	NA	NA	NA
PPP3R2	483	1	0.0041407867494824	479	0.233184653928927	1	NA	1	1	ER	NA	NA	NA
CYLC2	483	1	0.0041407867494824	479	0.42466082611229	1	NA	3	3	ER	NA	NA	NA
SMC2	483	1	0.0372670807453416	479	0.482832981051474	1	NA	4	4	ER	NA	NA	NA
OR13F1	483	3	0.0407177363699103	479	0.899247522491758	3	3	377	315	MA	NA	NA	NA
OR13C4	483	1	0.0434782608695652	479	0.157572432515399	1	NA	1	1	ER	NA	NA	NA
OR13C3	483	1	0.0269151138716356	479	0.657005584533432	1	NA	1	1	ER	NA	NA	NA
OR13C8	483	2	0.0020703933747412	479	0.789796332880945	2	2	2	2	ER	NA	NA	NA
OR13C5	483	1	0.142857142857143	479	0.202198868456644	NA	NA	427	339	Firth	NA	NA	NA
OR13C9	483	2	0.107660455486542	479	0.511599648448061	2	2	159	137	MA	NA	NA	NA
OR13D1	483	3	0.0317460317460317	479	0.942216979147825	3	3	6	6	ER	NA	NA	NA
NIPSNAP3A	483	2	0.0020703933747412	479	0.0556672432272706	2	2	3	3	ER	NA	NA	NA
NIPSNAP3B	483	2	0.0082815734989648	479	0.393183133435185	2	2	3	3	ER	NA	NA	NA
ABCA1	483	5	0.00703933747412008	479	0.507276924975755	5	5	262	222	MA	NA	NA	NA
FSD1L	483	1	0.0745341614906832	479	0.49098419671635	NA	NA	21	21	Firth	NA	NA	NA
FKTN	483	2	0.015527950310559	479	0.840471581903789	2	2	2	2	ER	NA	NA	NA
TAL2	483	1	0.0289855072463768	479	0.66320264779198	1	NA	1	1	ER	NA	NA	NA
ACTL7A	483	1	0.169772256728778	479	0.366473282631246	1	NA	2	2	ER	NA	NA	NA
IKBKAP	483	3	0.0248447204968944	479	0.774794989262535	3	3	14	14	ER	NA	NA	NA
CTNNAL1	483	1	0.082815734989648	479	0.210221931459461	1	NA	1	1	ER	NA	NA	NA
EPB41L4B	483	2	0.0445134575569358	479	0.330927057085542	2	2	2	2	ER	NA	NA	NA
PTPN3	483	1	0.0082815734989648	479	0.710664226479918	1	NA	1	1	ER	NA	NA	NA
PALM2-AKAP2	483	2	0.0766045548654244	479	0.911691490794515	2	2	7	7	ER	NA	NA	NA
C9orf152	483	1	0.0041407867494824	479	0.873574810324342	NA	NA	24	24	Firth	NA	NA	NA
TXNDC8	483	3	0.0351966873706004	479	0.332650362893655	3	3	4	4	ER	NA	NA	NA
MUSK	483	1	0	479	0.691573882118589	1	NA	1	1	ER	NA	NA	NA
PTGR1	483	1	0.0289855072463768	479	0.747864459816874	1	NA	2	2	ER	NA	NA	NA
C9orf84	483	1	0.0082815734989648	479	0.737682098055513	1	NA	2	2	ER	NA	NA	NA
SUSD1	483	2	0.0600414078674948	479	0.0783618670938946	2	2	4	4	ER	NA	NA	NA
HSDL2	483	3	0.0731538992408558	479	0.0288729038164614	3	3	3	3	ER	NA	NA	NA
SNX30	483	1	0.0062111801242236	479	0.226849032664372	1	NA	1	1	ER	NA	NA	NA
SLC46A2	483	1	0.010351966873706	479	0.16367620087307	1	NA	1	1	ER	NA	NA	NA
ZFP37	483	2	0.0341614906832298	479	0.521836121795731	2	2	4	4	ER	NA	NA	NA
FKBP15	483	1	0.0351966873706004	479	0.687287546806823	1	NA	1	1	ER	NA	NA	NA
PRPF4	483	1	0.0062111801242236	479	0.20459867153658	1	NA	1	1	ER	NA	NA	NA
WDR31	483	2	0.0631469979296066	479	0.0996862201898566	2	2	3	3	ER	NA	NA	NA
BSPRY	483	2	0.0786749482401656	479	0.50076055711479	2	2	2	2	ER	NA	NA	NA
ALAD	483	1	0.140786749482402	479	0.731871166680194	1	NA	1	1	ER	NA	NA	NA
POLE3	483	1	0.0062111801242236	479	0.735334917412685	1	NA	1	1	ER	NA	NA	NA
C9orf43	483	3	0.0303657694962043	479	0.424973945907381	3	3	46	44	MA	NA	NA	NA
RGS3	483	2	0.0134575569358178	479	0.872667880172372	2	2	2	2	ER	NA	NA	NA
ZNF618	483	2	0.0144927536231884	479	0.835200570334557	2	2	2	2	ER	NA	NA	NA
KIF12	483	1	0.041407867494824	479	0.70966136098675	1	NA	1	1	ER	NA	NA	NA
DFNB31	483	2	0.0403726708074534	479	0.106113180362285	2	2	2	2	ER	NA	NA	NA
TNC	483	8	0.0476190476190476	479	0.856624773969389	8	7	10	10	ER	NA	NA	NA
TLR4	483	5	0.0492753623188406	479	0.363829101889341	5	5	110	58	MA	NA	NA	NA
CDK5RAP2	483	3	0.0358868184955141	479	0.914279276376305	3	3	12	12	ER	NA	NA	NA
MEGF9	483	1	0.0434782608695652	479	0.232001399369312	1	NA	1	1	ER	NA	NA	NA
FBXW2	483	1	0.0020703933747412	479	0.0407035260962428	1	NA	3	3	ER	NA	NA	NA
TRAF1	483	2	0.0238095238095238	479	0.29144848940104	2	2	5	5	ER	NA	NA	NA
C5	483	1	0.0041407867494824	479	0.738734816985343	1	NA	1	1	ER	NA	NA	NA
CNTRL	483	3	0.0496894409937888	479	0.785052848502824	3	3	3	3	ER	NA	NA	NA
GSN	483	2	0.015527950310559	479	0.255862785271362	2	2	17	16	ER	NA	NA	NA
DAB2IP	483	1	0.0745341614906832	479	0.655552979530432	1	NA	1	1	ER	NA	NA	NA
MORN5	483	2	0.015527950310559	479	0.850600858279623	2	2	2	2	ER	NA	NA	NA
MRRF	483	1	0	479	0.734112930858355	1	NA	1	1	ER	NA	NA	NA
PTGS1	483	3	0.0082815734989648	479	0.279117016773492	3	3	29	28	ER.A	NA	NA	NA
OR1J1	483	2	0.0082815734989648	479	0.153426047248833	2	2	12	12	ER	NA	NA	NA
OR1Q1	483	3	0.0489993098688751	479	0.293551096861144	3	3	69	64	MA	NA	NA	NA
OR1L6	483	1	0.0124223602484472	479	0.0685746195943351	NA	NA	32	31	Firth	NA	NA	NA
